seed,run_seed,step_idx,v,N1,N2,N3,N4,V4,S,parent_size,mu_depth,mu_v4,mu_mle
chain4,38,14,18,2,2,1,0,5,1,3,1.5000000000,1.8312368960,1.7456210551
chain4,38,15,19,2,3,1,1,7,18,4,1.6250000000,2.1488813703,2.1338144785
chain4,38,16,20,3,2,1,1,7,8,4,1.8571428571,2.1488813703,2.0785553499
chain4,38,17,21,2,4,0,0,6,35,4,1.8571428571,2.0000000000,1.8218071621
chain4,38,18,22,3,3,0,1,7,33,4,1.7500000000,2.1488813703,2.0202072359
chain4,38,19,23,2,4,2,0,8,3,4,2.0000000000,2.2824720047,2.1863367321
chain4,38,20,24,2,3,2,1,8,2,4,1.8750000000,2.2824720047,2.2842970862
chain4,38,21,25,2,3,0,2,7,42,4,2.0000000000,2.1488813703,2.1863367321
chain4,38,22,26,2,2,1,0,5,1,4,1.5000000000,1.8312368960,1.7456210551
chain4,38,23,27,2,3,0,2,7,42,3,2.0000000000,2.1488813703,2.1863367321
chain4,38,24,28,2,3,2,1,8,2,4,1.8750000000,2.2824720047,2.2842970862
chain4,38,25,29,2,3,2,3,10,18,4,2.1000000000,2.5154334638,2.6083726645
chain4,39,1,5,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,39,2,6,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,39,3,7,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,39,4,8,2,1,0,1,4,16,3,1.1666666667,1.6354633478,1.6627514257
chain4,39,5,9,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,39,6,10,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,39,7,11,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,39,8,12,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,39,9,13,2,2,1,0,5,1,4,1.2857142857,1.8312368960,1.7456210551
chain4,39,10,14,2,2,1,0,5,1,4,1.2857142857,1.8312368960,1.7456210551
chain4,39,11,15,2,2,1,1,6,9,3,1.3750000000,2.0000000000,2.0202072359
chain4,39,12,16,2,2,1,1,6,9,4,1.3750000000,2.0000000000,2.0202072359
chain4,39,13,17,2,2,1,0,5,1,4,1.2857142857,1.8312368960,1.7456210551
chain4,39,14,18,2,2,1,1,6,9,4,1.5000000000,2.0000000000,2.0202072359
chain4,39,15,19,2,3,1,1,7,18,4,1.5555555556,2.1488813703,2.1338144785
chain4,39,16,20,2,1,0,1,4,16,4,1.1666666667,1.6354633478,1.6627514257
chain4,39,17,21,2,2,1,1,6,9,4,1.5555555556,2.0000000000,2.0202072359
chain4,39,18,22,1,2,1,0,4,2,4,1.1428571429,1.6354633478,1.6627514257
chain4,39,19,23,1,2,1,0,4,2,4,1.1428571429,1.6354633478,1.6627514257
chain4,39,20,24,2,2,0,0,4,17,4,1.3333333333,1.6354633478,1.4702785181
chain4,39,21,25,2,3,2,1,8,2,4,1.7000000000,2.2824720047,2.2842970862
chain4,39,22,26,2,1,1,2,6,8,3,1.3750000000,2.0000000000,2.1338144785
chain4,39,23,27,2,2,0,1,5,25,4,1.4444444444,1.8312368960,1.8218071621
chain4,39,24,28,3,3,2,2,10,9,4,1.9090909091,2.5154334638,2.4971694443
chain4,39,25,29,3,2,0,0,5,16,4,1.5000000000,1.8312368960,1.5716813449
chain4,40,1,5,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,40,2,6,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,40,3,7,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,40,4,8,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,40,5,9,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,40,6,10,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,40,7,11,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,40,8,12,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,40,9,13,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,40,10,14,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,40,11,15,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,40,12,16,2,1,0,1,4,16,4,1.1000000000,1.6354633478,1.6627514257
chain4,40,13,17,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,40,14,18,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,40,15,19,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,40,16,20,4,2,0,1,7,23,4,1.3076923077,2.1488813703,1.9583417612
chain4,40,17,21,2,5,1,1,9,36,4,1.4285714286,2.4039086666,2.3301921157
chain4,40,18,22,2,2,0,1,5,25,2,1.1818181818,1.8312368960,1.8218071621
chain4,40,19,23,2,1,0,1,4,16,4,1.1000000000,1.6354633478,1.6627514257
chain4,40,20,24,1,4,2,0,7,4,4,1.2857142857,2.1488813703,2.1338144785
chain4,40,21,25,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,40,22,26,2,5,2,0,9,12,4,1.5000000000,2.4039086666,2.2842970862
chain4,40,23,27,2,2,1,1,6,9,4,1.1538461538,2.0000000000,2.0202072359
chain4,40,24,28,2,3,2,1,8,2,4,1.3571428571,2.2824720047,2.2842970862
chain4,40,25,29,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,41,1,5,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,41,2,6,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,41,3,7,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,41,4,8,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,41,5,9,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,41,6,10,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,41,7,11,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,41,8,12,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,41,9,13,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,41,10,14,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,41,11,15,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,41,12,16,2,1,0,1,4,16,4,1.0909090909,1.6354633478,1.6627514257
chain4,41,13,17,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,41,14,18,1,2,1,0,4,2,3,1.0833333333,1.6354633478,1.6627514257
chain4,41,15,19,2,1,0,1,4,16,3,1.0909090909,1.6354633478,1.6627514257
chain4,41,16,20,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,41,17,21,2,2,1,1,6,9,4,1.2307692308,2.0000000000,2.0202072359
chain4,41,18,22,2,1,0,1,4,16,3,1.0909090909,1.6354633478,1.6627514257
chain4,41,19,23,2,2,1,0,5,1,4,1.2307692308,1.8312368960,1.7456210551
chain4,41,20,24,2,2,1,1,6,9,3,1.3571428571,2.0000000000,2.0202072359
chain4,41,21,25,2,2,1,2,7,17,4,1.2857142857,2.1488813703,2.2364152990
chain4,41,22,26,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,41,23,27,2,2,1,1,6,9,4,1.2307692308,2.0000000000,2.0202072359
chain4,41,24,28,2,2,1,0,5,1,4,1.1666666667,1.8312368960,1.7456210551
chain4,41,25,29,2,3,1,2,8,26,4,1.4666666667,2.2824720047,2.3301921157
chain4,42,1,5,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,42,2,6,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,42,3,7,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,42,4,8,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,42,5,9,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,42,6,10,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,42,7,11,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain4,42,8,12,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,42,9,13,2,1,0,1,4,16,4,1.1111111111,1.6354633478,1.6627514257
chain4,42,10,14,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,42,11,15,2,1,0,1,4,16,4,1.1111111111,1.6354633478,1.6627514257
chain4,42,12,16,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,42,13,17,1,2,1,0,4,2,3,1.1000000000,1.6354633478,1.6627514257
chain4,42,14,18,2,2,1,0,5,1,4,1.2727272727,1.8312368960,1.7456210551
chain4,42,15,19,2,2,1,0,5,1,4,1.2727272727,1.8312368960,1.7456210551
chain4,42,16,20,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,42,17,21,2,2,1,0,5,1,4,1.2727272727,1.8312368960,1.7456210551
chain4,42,18,22,2,2,0,0,4,17,4,1.1818181818,1.6354633478,1.4702785181
chain4,42,19,23,2,2,1,0,5,1,4,1.2000000000,1.8312368960,1.7456210551
chain4,42,20,24,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,42,21,25,2,2,1,0,5,1,4,1.2000000000,1.8312368960,1.7456210551
chain4,42,22,26,1,2,1,0,4,2,4,1.1000000000,1.6354633478,1.6627514257
chain4,42,23,27,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,42,24,28,3,4,0,0,7,34,4,1.5454545455,2.1488813703,1.8924299483
chain4,42,25,29,2,3,1,0,6,10,3,1.3636363636,2.0000000000,1.8924299483
chain4,43,1,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain4,43,2,6,2,1,0,0,3,8,2,1.5000000000,1.4006773518,1.2220970831
chain4,43,3,7,1,1,0,0,2,9,2,1.0000000000,1.1041475573,1.0618691594
chain4,43,4,8,3,1,0,1,5,15,4,2.0000000000,1.8312368960,1.7456210551
chain4,43,5,9,2,1,0,1,4,16,4,1.2500000000,1.6354633478,1.6627514257
chain4,43,6,10,1,3,1,0,5,11,3,1.7500000000,1.8312368960,1.8218071621
chain4,43,7,11,1,3,1,0,5,11,4,1.7500000000,1.8312368960,1.8218071621
chain4,43,8,12,2,2,1,2,7,17,4,2.0000000000,2.1488813703,2.2364152990
chain4,43,9,13,3,2,0,0,5,16,4,1.7500000000,1.8312368960,1.5716813449
chain4,43,10,14,1,3,1,0,5,11,3,1.7500000000,1.8312368960,1.8218071621
chain4,43,11,15,2,2,0,2,6,33,4,2.0000000000,2.0000000000,2.0785553499
chain4,43,12,16,2,2,0,2,6,33,2,2.0000000000,2.0000000000,2.0785553499
chain4,43,13,17,1,2,1,0,4,2,2,1.3333333333,1.6354633478,1.6627514257
chain4,43,14,18,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain4,43,15,19,2,2,1,1,6,9,3,2.0000000000,2.0000000000,2.0202072359
chain4,43,16,20,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain4,43,17,21,2,2,1,1,6,9,4,2.0000000000,2.0000000000,2.0202072359
chain4,43,18,22,3,2,0,2,7,32,4,2.1666666667,2.1488813703,2.1338144785
chain4,43,19,23,3,2,1,2,8,16,3,2.2857142857,2.2824720047,2.2842970862
chain4,43,20,24,2,3,1,1,7,18,4,2.1428571429,2.1488813703,2.1338144785
chain4,43,21,25,1,3,2,1,7,3,4,2.1250000000,2.1488813703,2.2364152990
chain4,43,22,26,2,2,1,1,6,9,3,2.0000000000,2.0000000000,2.0202072359
chain4,43,23,27,2,3,2,2,9,10,4,2.4285714286,2.4039086666,2.4576417859
chain4,43,24,28,2,3,2,1,8,2,4,2.6250000000,2.2824720047,2.2842970862
chain4,43,25,29,2,2,2,2,8,1,4,2.3750000000,2.2824720047,2.3742806333
chain4,44,1,5,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain4,44,2,6,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,44,3,7,1,1,1,1,4,1,1,1.0000000000,1.6354633478,1.8218071621
chain4,44,4,8,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,44,5,9,2,1,0,1,4,16,3,1.2500000000,1.6354633478,1.6627514257
chain4,44,6,10,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,44,7,11,2,2,1,0,5,1,4,1.2857142857,1.8312368960,1.7456210551
chain4,44,8,12,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,44,9,13,2,2,0,1,5,25,3,1.3333333333,1.8312368960,1.8218071621
chain4,44,10,14,1,2,1,0,4,2,2,1.2000000000,1.6354633478,1.6627514257
chain4,44,11,15,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,44,12,16,3,1,1,2,7,7,4,1.5000000000,2.1488813703,2.1863367321
chain4,44,13,17,2,2,1,1,6,9,4,1.3750000000,2.0000000000,2.0202072359
chain4,44,14,18,3,2,0,2,7,32,3,1.5555555556,2.1488813703,2.1338144785
chain4,44,15,19,2,2,1,2,7,17,4,1.4444444444,2.1488813703,2.2364152990
chain4,44,16,20,2,5,0,0,7,44,4,1.7777777778,2.1488813703,1.9583417612
chain4,44,17,21,2,5,2,0,9,12,4,1.8000000000,2.4039086666,2.2842970862
chain4,44,18,22,3,1,1,2,7,7,4,1.5000000000,2.1488813703,2.1863367321
chain4,44,19,23,1,3,1,1,6,19,4,1.4444444444,2.0000000000,2.0785553499
chain4,44,20,24,2,5,2,0,9,12,3,1.8000000000,2.4039086666,2.2842970862
chain4,44,21,25,3,2,2,3,10,8,4,2.0000000000,2.5154334638,2.5724466995
chain4,44,22,26,2,1,2,4,9,8,3,1.8181818182,2.4039086666,2.6083726645
chain4,44,23,27,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,44,24,28,2,5,0,0,7,44,4,1.7777777778,2.1488813703,1.9583417612
chain4,44,25,29,2,1,2,4,9,8,4,1.8181818182,2.4039086666,2.6083726645
chain4,45,1,5,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,45,2,6,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,45,3,7,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,45,4,8,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,45,5,9,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,45,6,10,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,45,7,11,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,45,8,12,2,2,1,0,5,1,4,1.2500000000,1.8312368960,1.7456210551
chain4,45,9,13,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,45,10,14,2,2,1,1,6,9,4,1.2222222222,2.0000000000,2.0202072359
chain4,45,11,15,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,45,12,16,2,2,1,1,6,9,4,1.3000000000,2.0000000000,2.0202072359
chain4,45,13,17,2,2,1,1,6,9,4,1.3000000000,2.0000000000,2.0202072359
chain4,45,14,18,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,45,15,19,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,45,16,20,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,45,17,21,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,45,18,22,3,2,0,0,5,16,3,1.3000000000,1.8312368960,1.5716813449
chain4,45,19,23,2,1,0,1,4,16,4,1.1428571429,1.6354633478,1.6627514257
chain4,45,20,24,2,3,2,1,8,2,4,1.4000000000,2.2824720047,2.2842970862
chain4,45,21,25,3,3,1,2,9,25,4,1.7272727273,2.4039086666,2.3742806333
chain4,45,22,26,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,45,23,27,2,3,1,1,7,18,4,1.4545454545,2.1488813703,2.1338144785
chain4,45,24,28,3,2,1,1,7,8,4,1.2500000000,2.1488813703,2.0785553499
chain4,45,25,29,2,3,1,0,6,10,4,1.3750000000,2.0000000000,1.8924299483
chain4,46,1,5,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,46,2,6,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,46,3,7,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,46,4,8,3,0,0,1,4,6,3,1.4000000000,1.6354633478,1.5716813449
chain4,46,5,9,1,3,0,0,4,27,4,1.3333333333,1.6354633478,1.5716813449
chain4,46,6,10,1,3,0,0,4,27,4,1.3333333333,1.6354633478,1.5716813449
chain4,46,7,11,1,3,0,0,4,27,4,1.3333333333,1.6354633478,1.5716813449
chain4,46,8,12,2,0,1,3,6,7,4,1.4285714286,2.0000000000,2.2364152990
chain4,46,9,13,2,0,1,3,6,7,4,1.4285714286,2.0000000000,2.2364152990
chain4,46,10,14,2,2,0,0,4,17,4,1.5000000000,1.6354633478,1.4702785181
chain4,46,11,15,2,2,0,0,4,17,4,1.5000000000,1.6354633478,1.4702785181
chain4,46,12,16,2,0,1,3,6,7,4,1.4285714286,2.0000000000,2.2364152990
chain4,46,13,17,2,2,0,2,6,33,4,1.5555555556,2.0000000000,2.0785553499
chain4,46,14,18,2,2,0,2,6,33,4,1.5555555556,2.0000000000,2.0785553499
chain4,46,15,19,2,2,0,2,6,33,4,1.6000000000,2.0000000000,2.0785553499
chain4,46,16,20,1,2,0,1,4,26,3,1.3750000000,1.6354633478,1.7456210551
chain4,46,17,21,2,2,1,1,6,9,4,1.6000000000,2.0000000000,2.0202072359
chain4,46,18,22,1,2,0,1,4,26,3,1.3750000000,1.6354633478,1.7456210551
chain4,46,19,23,2,2,0,2,6,33,4,1.6000000000,2.0000000000,2.0785553499
chain4,46,20,24,2,2,0,2,6,33,3,1.5555555556,2.0000000000,2.0785553499
chain4,46,21,25,2,2,1,0,5,1,3,1.6250000000,1.8312368960,1.7456210551
chain4,46,22,26,2,3,0,1,6,34,4,1.7000000000,2.0000000000,1.9583417612
chain4,46,23,27,3,3,1,1,8,17,4,1.9090909091,2.2824720047,2.1863367321
chain4,46,24,28,2,3,2,1,8,2,4,1.9090909091,2.2824720047,2.2842970862
chain4,46,25,29,2,2,0,2,6,33,4,1.6363636364,2.0000000000,2.0785553499
chain4,47,1,5,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,47,2,6,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,47,3,7,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,47,4,8,2,1,0,1,4,16,4,1.1666666667,1.6354633478,1.6627514257
chain4,47,5,9,1,2,1,0,4,2,3,1.1428571429,1.6354633478,1.6627514257
chain4,47,6,10,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,47,7,11,1,2,1,0,4,2,2,1.1428571429,1.6354633478,1.6627514257
chain4,47,8,12,2,1,0,1,4,16,4,1.1666666667,1.6354633478,1.6627514257
chain4,47,9,13,2,1,0,2,5,24,3,1.2500000000,1.8312368960,1.9583417612
chain4,47,10,14,1,2,1,0,4,2,4,1.2222222222,1.6354633478,1.6627514257
chain4,47,11,15,1,2,1,0,4,2,4,1.2222222222,1.6354633478,1.6627514257
chain4,47,12,16,1,2,1,0,4,2,3,1.1428571429,1.6354633478,1.6627514257
chain4,47,13,17,1,2,1,0,4,2,4,1.2222222222,1.6354633478,1.6627514257
chain4,47,14,18,2,2,0,0,4,17,4,1.3750000000,1.6354633478,1.4702785181
chain4,47,15,19,2,2,1,1,6,9,4,1.4444444444,2.0000000000,2.0202072359
chain4,47,16,20,1,2,1,0,4,2,4,1.2222222222,1.6354633478,1.6627514257
chain4,47,17,21,2,3,1,0,6,10,4,1.5000000000,2.0000000000,1.8924299483
chain4,47,18,22,1,2,1,0,4,2,4,1.2222222222,1.6354633478,1.6627514257
chain4,47,19,23,2,1,1,2,6,8,4,1.3000000000,2.0000000000,2.1338144785
chain4,47,20,24,2,2,0,1,5,25,4,1.3636363636,1.8312368960,1.8218071621
chain4,47,21,25,1,2,1,1,5,10,4,1.2727272727,1.8312368960,1.9583417612
chain4,47,22,26,2,2,0,1,5,25,4,1.3636363636,1.8312368960,1.8218071621
chain4,47,23,27,2,2,0,1,5,25,4,1.3636363636,1.8312368960,1.8218071621
chain4,47,24,28,2,3,1,1,7,18,4,1.5000000000,2.1488813703,2.1338144785
chain4,47,25,29,2,2,0,1,5,25,4,1.3636363636,1.8312368960,1.8218071621
chain4,48,1,5,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,48,2,6,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,48,3,7,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,48,4,8,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
chain4,48,5,9,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,48,6,10,2,1,0,1,4,16,2,1.1428571429,1.6354633478,1.6627514257
chain4,48,7,11,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,48,8,12,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,48,9,13,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,48,10,14,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,48,11,15,1,2,1,0,4,2,2,1.1250000000,1.6354633478,1.6627514257
chain4,48,12,16,2,2,0,1,5,25,3,1.2222222222,1.8312368960,1.8218071621
chain4,48,13,17,2,1,0,1,4,16,4,1.1111111111,1.6354633478,1.6627514257
chain4,48,14,18,2,3,1,0,6,10,3,1.3000000000,2.0000000000,1.8924299483
chain4,48,15,19,2,1,0,1,4,16,2,1.1111111111,1.6354633478,1.6627514257
chain4,48,16,20,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,48,17,21,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,48,18,22,3,3,1,1,8,17,4,1.5000000000,2.2824720047,2.1863367321
chain4,48,19,23,3,4,0,0,7,34,4,1.7272727273,2.1488813703,1.8924299483
chain4,48,20,24,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,48,21,25,3,3,0,2,8,41,4,1.6363636364,2.2824720047,2.2364152990
chain4,48,22,26,2,3,1,0,6,10,4,1.3000000000,2.0000000000,1.8924299483
chain4,48,23,27,1,2,1,0,4,2,3,1.1000000000,1.6354633478,1.6627514257
chain4,48,24,28,3,2,0,0,5,16,4,1.3333333333,1.8312368960,1.5716813449
chain4,48,25,29,2,4,2,0,8,3,4,1.5000000000,2.2824720047,2.1863367321
chain4,49,1,5,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,49,2,6,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,49,3,7,1,1,1,1,4,1,1,1.0000000000,1.6354633478,1.8218071621
chain4,49,4,8,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,49,5,9,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,49,6,10,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,49,7,11,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,49,8,12,2,1,0,1,4,16,4,1.1428571429,1.6354633478,1.6627514257
chain4,49,9,13,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,49,10,14,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,49,11,15,2,2,1,0,5,1,4,1.2500000000,1.8312368960,1.7456210551
chain4,49,12,16,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,49,13,17,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,49,14,18,2,1,0,1,4,16,3,1.1428571429,1.6354633478,1.6627514257
chain4,49,15,19,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,49,16,20,4,2,1,1,8,7,4,1.6250000000,2.2824720047,2.1338144785
chain4,49,17,21,4,2,0,1,7,23,4,1.5555555556,2.1488813703,1.9583417612
chain4,49,18,22,2,4,1,2,9,35,4,1.6666666667,2.4039086666,2.4167185680
chain4,49,19,23,1,4,2,0,7,4,3,1.5000000000,2.1488813703,2.1338144785
chain4,49,20,24,2,2,0,0,4,17,4,1.2857142857,1.6354633478,1.4702785181
chain4,49,21,25,2,4,2,0,8,3,2,1.6000000000,2.2824720047,2.1863367321
chain4,49,22,26,2,5,3,1,11,4,4,1.9000000000,2.6187070833,2.5724466995
chain4,49,23,27,2,2,1,1,6,9,4,1.3333333333,2.0000000000,2.0202072359
chain4,49,24,28,1,1,1,1,4,1,4,1.0000000000,1.6354633478,1.8218071621
chain4,49,25,29,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,50,1,5,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,50,2,6,1,1,0,0,2,9,1,1.0000000000,1.1041475573,1.0618691594
chain4,50,3,7,2,1,0,1,4,16,3,1.2500000000,1.6354633478,1.6627514257
chain4,50,4,8,1,2,1,0,4,2,4,1.2000000000,1.6354633478,1.6627514257
chain4,50,5,9,1,2,1,0,4,2,2,1.2000000000,1.6354633478,1.6627514257
chain4,50,6,10,1,1,1,1,4,1,3,1.0000000000,1.6354633478,1.8218071621
chain4,50,7,11,2,2,0,1,5,25,3,1.3333333333,1.8312368960,1.8218071621
chain4,50,8,12,2,2,1,0,5,1,3,1.5000000000,1.8312368960,1.7456210551
chain4,50,9,13,2,1,0,1,4,16,3,1.2500000000,1.6354633478,1.6627514257
chain4,50,10,14,1,1,1,1,4,1,2,1.0000000000,1.6354633478,1.8218071621
chain4,50,11,15,2,1,1,2,6,8,4,1.5714285714,2.0000000000,2.1338144785
chain4,50,12,16,1,2,1,1,5,10,4,1.5000000000,1.8312368960,1.9583417612
chain4,50,13,17,2,2,1,1,6,9,4,1.6250000000,2.0000000000,2.0202072359
chain4,50,14,18,1,2,1,1,5,10,4,1.5000000000,1.8312368960,1.9583417612
chain4,50,15,19,2,2,1,1,6,9,4,1.5714285714,2.0000000000,2.0202072359
chain4,50,16,20,2,2,1,1,6,9,4,1.6666666667,2.0000000000,2.0202072359
chain4,50,17,21,2,2,1,1,6,9,4,1.6666666667,2.0000000000,2.0202072359
chain4,50,18,22,2,2,1,1,6,9,3,1.7500000000,2.0000000000,2.0202072359
chain4,50,19,23,2,2,1,1,6,9,4,1.6666666667,2.0000000000,2.0202072359
chain4,50,20,24,3,2,1,1,7,8,4,1.8000000000,2.1488813703,2.0785553499
chain4,50,21,25,2,2,1,1,6,9,4,1.7500000000,2.0000000000,2.0202072359
chain4,50,22,26,1,3,2,1,7,3,4,1.7272727273,2.1488813703,2.2364152990
