seed,run_seed,step_idx,v,N1,N2,N3,N4,V4,S,parent_size,mu_depth,mu_v4,mu_mle
chain4,50,23,27,2,3,1,1,7,18,2,1.8181818182,2.1488813703,2.1338144785
chain4,50,24,28,2,2,1,1,6,9,2,1.5714285714,2.0000000000,2.0202072359
chain4,50,25,29,2,2,1,1,6,9,4,1.7500000000,2.0000000000,2.0202072359
sym_branch,1,1,5,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,1,2,6,1,2,0,0,3,18,3,1.5000000000,1.4006773518,1.3553983943
sym_branch,1,3,7,1,2,0,0,3,18,1,1.5000000000,1.4006773518,1.3553983943
sym_branch,1,4,8,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
sym_branch,1,5,9,1,2,0,0,3,18,1,1.5000000000,1.4006773518,1.3553983943
sym_branch,1,6,10,4,0,0,1,5,5,4,2.3333333333,1.8312368960,1.6627514257
sym_branch,1,7,11,2,4,0,0,6,35,4,2.2500000000,2.0000000000,1.8218071621
sym_branch,1,8,12,1,4,0,0,5,36,2,2.0000000000,1.8312368960,1.7456210551
sym_branch,1,9,13,2,1,1,4,8,24,4,2.2000000000,2.2824720047,2.4971694443
sym_branch,1,10,14,2,2,1,1,6,9,3,2.1666666667,2.0000000000,2.0202072359
sym_branch,1,11,15,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
sym_branch,1,12,16,2,1,1,2,6,8,4,2.1428571429,2.0000000000,2.1338144785
sym_branch,1,13,17,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
sym_branch,1,14,18,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
sym_branch,1,15,19,2,2,1,1,6,9,4,2.1666666667,2.0000000000,2.0202072359
sym_branch,1,16,20,2,1,1,2,6,8,4,2.1428571429,2.0000000000,2.1338144785
sym_branch,1,17,21,2,2,1,0,5,1,4,2.1250000000,1.8312368960,1.7456210551
sym_branch,1,18,22,2,2,0,1,5,25,4,2.1250000000,1.8312368960,1.8218071621
sym_branch,1,19,23,2,2,0,1,5,25,4,2.1250000000,1.8312368960,1.8218071621
sym_branch,1,20,24,2,3,1,1,7,18,4,2.2222222222,2.1488813703,2.1338144785
sym_branch,1,21,25,2,2,1,1,6,9,4,2.1111111111,2.0000000000,2.0202072359
sym_branch,1,22,26,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
sym_branch,1,23,27,2,3,1,1,7,18,4,2.2222222222,2.1488813703,2.1338144785
sym_branch,1,24,28,2,2,1,2,7,17,4,2.2000000000,2.1488813703,2.2364152990
sym_branch,1,25,29,2,1,1,4,8,24,4,2.2000000000,2.2824720047,2.4971694443
sym_branch,2,1,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
sym_branch,2,2,6,1,2,0,0,3,18,3,1.5000000000,1.4006773518,1.3553983943
sym_branch,2,3,7,2,2,0,0,4,17,3,2.0000000000,1.6354633478,1.4702785181
sym_branch,2,4,8,2,1,1,2,6,8,3,2.0000000000,2.0000000000,2.1338144785
sym_branch,2,5,9,1,2,1,1,5,10,4,1.7500000000,1.8312368960,1.9583417612
sym_branch,2,6,10,2,2,1,0,5,1,3,2.0000000000,1.8312368960,1.7456210551
sym_branch,2,7,11,2,1,1,2,6,8,4,2.0000000000,2.0000000000,2.1338144785
sym_branch,2,8,12,2,2,1,1,6,9,3,2.2500000000,2.0000000000,2.0202072359
sym_branch,2,9,13,1,2,1,1,5,10,3,1.7500000000,1.8312368960,1.9583417612
sym_branch,2,10,14,2,1,1,2,6,8,4,2.2000000000,2.0000000000,2.1338144785
sym_branch,2,11,15,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
sym_branch,2,12,16,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
sym_branch,2,13,17,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
sym_branch,2,14,18,2,2,1,1,6,9,4,2.2000000000,2.0000000000,2.0202072359
sym_branch,2,15,19,2,2,1,0,5,1,4,2.1666666667,1.8312368960,1.7456210551
sym_branch,2,16,20,2,3,1,1,7,18,4,2.2857142857,2.1488813703,2.1338144785
sym_branch,2,17,21,2,2,1,0,5,1,4,2.3333333333,1.8312368960,1.7456210551
sym_branch,2,18,22,1,2,1,1,5,10,2,2.0000000000,1.8312368960,1.9583417612
sym_branch,2,19,23,2,1,1,2,6,8,4,2.1428571429,2.0000000000,2.1338144785
sym_branch,2,20,24,2,2,1,1,6,9,3,2.1428571429,2.0000000000,2.0202072359
sym_branch,2,21,25,2,2,1,1,6,9,4,2.1250000000,2.0000000000,2.0202072359
sym_branch,2,22,26,2,2,1,1,6,9,4,2.1428571429,2.0000000000,2.0202072359
sym_branch,2,23,27,2,2,1,1,6,9,4,2.1428571429,2.0000000000,2.0202072359
sym_branch,2,24,28,2,2,1,1,6,9,4,2.1250000000,2.0000000000,2.0202072359
sym_branch,2,25,29,2,1,1,2,6,8,4,2.1428571429,2.0000000000,2.1338144785
sym_branch,3,1,5,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,3,2,6,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
sym_branch,3,3,7,2,2,0,0,4,17,3,2.0000000000,1.6354633478,1.4702785181
sym_branch,3,4,8,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,3,5,9,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,3,6,10,4,1,0,0,5,6,4,2.6666666667,1.8312368960,1.4702785181
sym_branch,3,7,11,1,4,1,0,6,20,4,2.2500000000,2.0000000000,1.9583417612
sym_branch,3,8,12,3,0,0,1,4,6,4,2.0000000000,1.6354633478,1.5716813449
sym_branch,3,9,13,1,4,1,0,6,20,3,2.2500000000,2.0000000000,1.9583417612
sym_branch,3,10,14,2,4,1,0,7,19,4,2.5000000000,2.1488813703,2.0202072359
sym_branch,3,11,15,2,0,1,4,7,15,4,2.2000000000,2.1488813703,2.4167185680
sym_branch,3,12,16,1,2,0,1,4,26,4,2.0000000000,1.6354633478,1.7456210551
sym_branch,3,13,17,2,2,2,3,9,9,4,2.4000000000,2.4039086666,2.5354066668
sym_branch,3,14,18,1,2,0,1,4,26,4,2.0000000000,1.6354633478,1.7456210551
sym_branch,3,15,19,2,2,0,1,5,25,4,2.1666666667,1.8312368960,1.8218071621
sym_branch,3,16,20,1,2,2,2,7,2,4,2.1666666667,2.1488813703,2.3301921157
sym_branch,3,17,21,2,2,1,2,7,17,4,2.2857142857,2.1488813703,2.2364152990
sym_branch,3,18,22,2,1,1,2,6,8,4,2.0000000000,2.0000000000,2.1338144785
sym_branch,3,19,23,2,2,2,3,9,9,3,2.4000000000,2.4039086666,2.5354066668
sym_branch,3,20,24,3,2,1,1,7,8,4,2.4285714286,2.1488813703,2.0785553499
sym_branch,3,21,25,2,3,1,1,7,18,4,2.3750000000,2.1488813703,2.1338144785
sym_branch,3,22,26,2,3,1,1,7,18,4,2.3750000000,2.1488813703,2.1338144785
sym_branch,3,23,27,2,1,1,4,8,24,3,2.4000000000,2.2824720047,2.4971694443
sym_branch,3,24,28,1,3,2,1,7,3,4,2.2500000000,2.1488813703,2.2364152990
sym_branch,3,25,29,4,2,1,2,9,15,4,2.6666666667,2.4039086666,2.3301921157
sym_branch,4,1,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
sym_branch,4,2,6,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,4,3,7,1,2,0,0,3,18,3,1.5000000000,1.4006773518,1.3553983943
sym_branch,4,4,8,3,0,0,1,4,6,4,2.0000000000,1.6354633478,1.5716813449
sym_branch,4,5,9,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
sym_branch,4,6,10,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
sym_branch,4,7,11,2,0,1,3,6,7,4,1.8000000000,2.0000000000,2.2364152990
sym_branch,4,8,12,1,2,0,1,4,26,3,1.6666666667,1.6354633478,1.7456210551
sym_branch,4,9,13,2,0,1,3,6,7,2,1.8000000000,2.0000000000,2.2364152990
sym_branch,4,10,14,2,3,0,0,5,26,4,2.0000000000,1.8312368960,1.6627514257
sym_branch,4,11,15,2,1,0,2,5,24,4,1.7142857143,1.8312368960,1.9583417612
sym_branch,4,12,16,1,2,0,1,4,26,4,1.6666666667,1.6354633478,1.7456210551
sym_branch,4,13,17,1,2,0,1,4,26,4,1.6666666667,1.6354633478,1.7456210551
sym_branch,4,14,18,2,1,0,2,5,24,3,1.7142857143,1.8312368960,1.9583417612
sym_branch,4,15,19,2,2,1,0,5,1,4,1.7500000000,1.8312368960,1.7456210551
sym_branch,4,16,20,1,2,0,1,4,26,3,1.6666666667,1.6354633478,1.7456210551
sym_branch,4,17,21,1,2,1,0,4,2,4,1.6250000000,1.6354633478,1.6627514257
sym_branch,4,18,22,1,2,1,0,4,2,4,1.6250000000,1.6354633478,1.6627514257
sym_branch,4,19,23,2,2,1,2,7,17,4,1.7777777778,2.1488813703,2.2364152990
sym_branch,4,20,24,2,1,0,2,5,24,4,1.6666666667,1.8312368960,1.9583417612
sym_branch,4,21,25,1,2,0,1,4,26,3,1.6666666667,1.6354633478,1.7456210551
sym_branch,4,22,26,2,2,1,1,6,9,4,1.8000000000,2.0000000000,2.0202072359
sym_branch,4,23,27,2,2,0,1,5,25,4,1.7500000000,1.8312368960,1.8218071621
sym_branch,4,24,28,3,2,0,1,6,24,4,1.8888888889,2.0000000000,1.8924299483
sym_branch,4,25,29,2,3,1,0,6,10,4,1.8000000000,2.0000000000,1.8924299483
sym_branch,5,1,5,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,5,2,6,1,2,0,0,3,18,1,1.5000000000,1.4006773518,1.3553983943
sym_branch,5,3,7,3,0,0,1,4,6,4,2.0000000000,1.6354633478,1.5716813449
sym_branch,5,4,8,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
sym_branch,5,5,9,1,3,0,0,4,27,1,1.7500000000,1.6354633478,1.5716813449
sym_branch,5,6,10,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,5,7,11,3,0,0,1,4,6,4,2.0000000000,1.6354633478,1.5716813449
sym_branch,5,8,12,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
sym_branch,5,9,13,2,3,0,0,5,26,4,2.0000000000,1.8312368960,1.6627514257
sym_branch,5,10,14,2,0,1,3,6,7,2,1.8000000000,2.0000000000,2.2364152990
sym_branch,5,11,15,1,3,0,0,4,27,3,1.7500000000,1.6354633478,1.5716813449
sym_branch,5,12,16,2,3,0,0,5,26,4,2.0000000000,1.8312368960,1.6627514257
sym_branch,5,13,17,1,2,0,1,4,26,3,1.6666666667,1.6354633478,1.7456210551
sym_branch,5,14,18,2,3,0,0,5,26,4,2.0000000000,1.8312368960,1.6627514257
sym_branch,5,15,19,2,2,1,1,6,9,4,2.2000000000,2.0000000000,2.0202072359
sym_branch,5,16,20,3,2,1,1,7,8,4,2.3333333333,2.1488813703,2.0785553499
sym_branch,5,17,21,2,2,1,1,6,9,4,2.2000000000,2.0000000000,2.0202072359
sym_branch,5,18,22,2,2,1,1,6,9,4,2.3333333333,2.0000000000,2.0202072359
sym_branch,5,19,23,1,3,2,1,7,3,3,2.1428571429,2.1488813703,2.2364152990
sym_branch,5,20,24,3,2,1,2,8,16,4,2.2857142857,2.2824720047,2.2842970862
sym_branch,5,21,25,2,2,1,1,6,9,3,2.2500000000,2.0000000000,2.0202072359
sym_branch,5,22,26,3,2,1,1,7,8,4,2.3333333333,2.1488813703,2.0785553499
sym_branch,5,23,27,2,2,0,0,4,17,4,1.8333333333,1.6354633478,1.4702785181
sym_branch,5,24,28,2,3,2,1,8,2,4,2.2857142857,2.2824720047,2.2842970862
sym_branch,5,25,29,1,3,2,1,7,3,4,2.1428571429,2.1488813703,2.2364152990
sym_branch,6,1,5,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,6,2,6,1,2,0,0,3,18,3,1.5000000000,1.4006773518,1.3553983943
sym_branch,6,3,7,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
sym_branch,6,4,8,3,0,0,1,4,6,4,2.0000000000,1.6354633478,1.5716813449
sym_branch,6,5,9,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
sym_branch,6,6,10,2,3,0,0,5,26,4,2.0000000000,1.8312368960,1.6627514257
sym_branch,6,7,11,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
sym_branch,6,8,12,3,1,0,1,5,15,4,2.2000000000,1.8312368960,1.7456210551
sym_branch,6,9,13,1,3,1,0,5,11,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,6,10,14,2,1,1,3,7,16,4,2.0000000000,2.1488813703,2.3301921157
sym_branch,6,11,15,2,1,1,3,7,16,4,2.0000000000,2.1488813703,2.3301921157
sym_branch,6,12,16,1,2,1,1,5,10,4,1.8333333333,1.8312368960,1.9583417612
sym_branch,6,13,17,1,2,1,1,5,10,1,1.8333333333,1.8312368960,1.9583417612
sym_branch,6,14,18,1,2,1,1,5,10,4,1.8333333333,1.8312368960,1.9583417612
sym_branch,6,15,19,1,3,1,0,5,11,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,6,16,20,1,2,1,1,5,10,4,1.8333333333,1.8312368960,1.9583417612
sym_branch,6,17,21,2,2,0,2,6,33,3,2.0000000000,2.0000000000,2.0785553499
sym_branch,6,18,22,2,2,0,2,6,33,3,2.0000000000,2.0000000000,2.0785553499
sym_branch,6,19,23,2,2,1,1,6,9,4,2.1666666667,2.0000000000,2.0202072359
sym_branch,6,20,24,2,1,1,2,6,8,4,2.0000000000,2.0000000000,2.1338144785
sym_branch,6,21,25,2,3,1,0,6,10,4,2.1250000000,2.0000000000,1.8924299483
sym_branch,6,22,26,3,2,0,1,6,24,4,2.2857142857,2.0000000000,1.8924299483
sym_branch,6,23,27,1,3,1,0,5,11,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,6,24,28,2,2,1,0,5,1,4,2.0000000000,1.8312368960,1.7456210551
sym_branch,6,25,29,3,2,0,1,6,24,4,2.2857142857,2.0000000000,1.8924299483
sym_branch,7,1,5,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,7,2,6,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,7,3,7,3,0,0,1,4,6,4,2.0000000000,1.6354633478,1.5716813449
sym_branch,7,4,8,1,2,0,0,3,18,3,1.5000000000,1.4006773518,1.3553983943
sym_branch,7,5,9,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
sym_branch,7,6,10,2,3,0,0,5,26,4,2.0000000000,1.8312368960,1.6627514257
sym_branch,7,7,11,2,3,0,0,5,26,3,2.0000000000,1.8312368960,1.6627514257
sym_branch,7,8,12,2,1,1,3,7,16,3,2.0000000000,2.1488813703,2.3301921157
sym_branch,7,9,13,1,2,1,1,5,10,2,1.8333333333,1.8312368960,1.9583417612
sym_branch,7,10,14,2,1,1,3,7,16,4,2.0000000000,2.1488813703,2.3301921157
sym_branch,7,11,15,1,2,1,1,5,10,3,1.8333333333,1.8312368960,1.9583417612
sym_branch,7,12,16,2,2,0,1,5,25,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,7,13,17,2,3,0,0,5,26,4,2.1428571429,1.8312368960,1.6627514257
sym_branch,7,14,18,1,2,1,1,5,10,4,1.8333333333,1.8312368960,1.9583417612
sym_branch,7,15,19,1,2,1,1,5,10,4,1.8333333333,1.8312368960,1.9583417612
sym_branch,7,16,20,1,2,1,1,5,10,4,1.8333333333,1.8312368960,1.9583417612
sym_branch,7,17,21,2,2,0,1,5,25,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,7,18,22,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
sym_branch,7,19,23,3,2,1,2,8,16,4,2.2500000000,2.2824720047,2.2842970862
sym_branch,7,20,24,2,3,2,1,8,2,4,2.2222222222,2.2824720047,2.2842970862
sym_branch,7,21,25,1,3,2,1,7,3,4,2.1111111111,2.1488813703,2.2364152990
sym_branch,7,22,26,2,3,0,0,5,26,4,2.1428571429,1.8312368960,1.6627514257
sym_branch,7,23,27,2,2,1,2,7,17,4,2.1250000000,2.1488813703,2.2364152990
sym_branch,7,24,28,1,3,2,1,7,3,4,2.1111111111,2.1488813703,2.2364152990
sym_branch,7,25,29,3,2,1,1,7,8,4,2.2500000000,2.1488813703,2.0785553499
sym_branch,8,1,5,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,8,2,6,1,2,0,0,3,18,3,1.5000000000,1.4006773518,1.3553983943
sym_branch,8,3,7,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
sym_branch,8,4,8,3,0,0,1,4,6,4,2.0000000000,1.6354633478,1.5716813449
sym_branch,8,5,9,1,3,0,0,4,27,3,1.7500000000,1.6354633478,1.5716813449
sym_branch,8,6,10,1,3,0,0,4,27,3,1.7500000000,1.6354633478,1.5716813449
sym_branch,8,7,11,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
sym_branch,8,8,12,3,0,1,3,7,6,4,2.0000000000,2.1488813703,2.2842970862
sym_branch,8,9,13,1,3,0,1,5,35,4,1.8333333333,1.8312368960,1.8924299483
sym_branch,8,10,14,1,3,0,1,5,35,4,1.8333333333,1.8312368960,1.8924299483
sym_branch,8,11,15,3,0,1,3,7,6,4,2.0000000000,2.1488813703,2.2842970862
sym_branch,8,12,16,2,0,1,3,6,7,4,1.8571428571,2.0000000000,2.2364152990
sym_branch,8,13,17,1,2,0,1,4,26,4,1.7500000000,1.6354633478,1.7456210551
sym_branch,8,14,18,1,3,0,1,5,35,3,1.8333333333,1.8312368960,1.8924299483
sym_branch,8,15,19,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
sym_branch,8,16,20,1,2,0,1,4,26,3,1.7500000000,1.6354633478,1.7456210551
sym_branch,8,17,21,2,2,0,0,4,17,3,1.8750000000,1.6354633478,1.4702785181
sym_branch,8,18,22,1,2,0,1,4,26,4,1.7500000000,1.6354633478,1.7456210551
sym_branch,8,19,23,2,2,0,1,5,25,4,1.8750000000,1.8312368960,1.8218071621
sym_branch,8,20,24,2,2,0,1,5,25,4,1.8750000000,1.8312368960,1.8218071621
sym_branch,8,21,25,2,0,1,3,6,7,3,1.8000000000,2.0000000000,2.2364152990
sym_branch,8,22,26,2,2,1,2,7,17,4,2.0000000000,2.1488813703,2.2364152990
sym_branch,8,23,27,2,3,0,0,5,26,4,2.0000000000,1.8312368960,1.6627514257
sym_branch,8,24,28,2,2,1,2,7,17,3,2.0000000000,2.1488813703,2.2364152990
sym_branch,8,25,29,3,1,0,1,5,15,4,2.0000000000,1.8312368960,1.7456210551
sym_branch,9,1,5,1,2,0,0,3,18,3,1.5000000000,1.4006773518,1.3553983943
sym_branch,9,2,6,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
sym_branch,9,3,7,2,2,0,0,4,17,4,2.0000000000,1.6354633478,1.4702785181
sym_branch,9,4,8,2,1,1,2,6,8,3,2.0000000000,2.0000000000,2.1338144785
sym_branch,9,5,9,1,2,1,1,5,10,4,1.7500000000,1.8312368960,1.9583417612
sym_branch,9,6,10,2,1,1,2,6,8,4,2.0000000000,2.0000000000,2.1338144785
sym_branch,9,7,11,2,2,0,0,4,17,2,2.0000000000,1.6354633478,1.4702785181
sym_branch,9,8,12,2,1,1,2,6,8,4,2.0000000000,2.0000000000,2.1338144785
sym_branch,9,9,13,4,1,0,0,5,6,4,2.2000000000,1.8312368960,1.4702785181
sym_branch,9,10,14,3,1,0,2,6,23,4,2.0000000000,2.0000000000,2.0202072359
sym_branch,9,11,15,2,4,1,0,7,19,4,2.1666666667,2.1488813703,2.0202072359
sym_branch,9,12,16,1,4,1,0,6,20,3,2.0000000000,2.0000000000,1.9583417612
sym_branch,9,13,17,2,1,1,4,8,24,4,2.1428571429,2.2824720047,2.4971694443
sym_branch,9,14,18,1,3,1,0,5,11,4,1.8333333333,1.8312368960,1.8218071621
sym_branch,9,15,19,2,4,1,0,7,19,4,2.1666666667,2.1488813703,2.0202072359
sym_branch,9,16,20,1,2,1,1,5,10,3,2.0000000000,1.8312368960,1.9583417612
sym_branch,9,17,21,3,1,1,3,8,15,4,2.1428571429,2.2824720047,2.3742806333
sym_branch,9,18,22,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
sym_branch,9,19,23,1,4,1,0,6,20,4,2.0000000000,2.0000000000,1.9583417612
sym_branch,9,20,24,1,2,1,1,5,10,4,2.0000000000,1.8312368960,1.9583417612
sym_branch,9,21,25,2,3,1,1,7,18,4,2.2500000000,2.1488813703,2.1338144785
sym_branch,9,22,26,2,2,1,1,6,9,3,2.1250000000,2.0000000000,2.0202072359
sym_branch,9,23,27,2,3,0,1,6,34,3,2.1250000000,2.0000000000,1.9583417612
sym_branch,9,24,28,1,3,1,1,6,19,4,2.0000000000,2.0000000000,2.0785553499
sym_branch,9,25,29,2,2,1,2,7,17,4,2.1111111111,2.1488813703,2.2364152990
sym_branch,10,1,5,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
sym_branch,10,2,6,1,2,0,0,3,18,1,1.5000000000,1.4006773518,1.3553983943
sym_branch,10,3,7,2,2,0,0,4,17,4,2.0000000000,1.6354633478,1.4702785181
sym_branch,10,4,8,3,1,0,1,5,15,4,2.3333333333,1.8312368960,1.7456210551
sym_branch,10,5,9,1,3,1,0,5,11,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,10,6,10,2,1,1,2,6,8,3,2.0000000000,2.0000000000,2.1338144785
sym_branch,10,7,11,1,3,1,0,5,11,3,2.0000000000,1.8312368960,1.8218071621
sym_branch,10,8,12,2,2,0,0,4,17,2,2.0000000000,1.6354633478,1.4702785181
sym_branch,10,9,13,2,1,1,2,6,8,4,2.0000000000,2.0000000000,2.1338144785
sym_branch,10,10,14,2,2,0,1,5,25,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,10,11,15,2,0,1,3,6,7,3,2.0000000000,2.0000000000,2.2364152990
sym_branch,10,12,16,2,2,0,1,5,25,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,10,13,17,2,3,1,1,7,18,4,2.2857142857,2.1488813703,2.1338144785
sym_branch,10,14,18,2,2,1,0,5,1,4,2.1666666667,1.8312368960,1.7456210551
sym_branch,10,15,19,1,2,1,1,5,10,2,1.8333333333,1.8312368960,1.9583417612
sym_branch,10,16,20,2,2,1,2,7,17,4,2.2500000000,2.1488813703,2.2364152990
sym_branch,10,17,21,1,2,1,1,5,10,3,1.7500000000,1.8312368960,1.9583417612
sym_branch,10,18,22,2,1,1,2,6,8,4,2.0000000000,2.0000000000,2.1338144785
sym_branch,10,19,23,3,2,1,2,8,16,4,2.3750000000,2.2824720047,2.2842970862
sym_branch,10,20,24,1,2,1,1,5,10,4,1.8750000000,1.8312368960,1.9583417612
sym_branch,10,21,25,1,2,0,1,4,26,3,1.8333333333,1.6354633478,1.7456210551
sym_branch,10,22,26,2,1,1,2,6,8,4,2.0000000000,2.0000000000,2.1338144785
sym_branch,10,23,27,1,2,1,1,5,10,4,1.8333333333,1.8312368960,1.9583417612
sym_branch,10,24,28,2,3,2,1,8,2,4,2.4444444444,2.2824720047,2.2842970862
sym_branch,10,25,29,2,4,2,1,9,11,3,2.5555555556,2.4039086666,2.3742806333
sym_branch,11,1,5,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,11,2,6,1,2,0,0,3,18,3,1.5000000000,1.4006773518,1.3553983943
sym_branch,11,3,7,1,2,0,0,3,18,1,1.5000000000,1.4006773518,1.3553983943
sym_branch,11,4,8,3,0,0,1,4,6,3,2.0000000000,1.6354633478,1.5716813449
sym_branch,11,5,9,2,3,0,0,5,26,4,2.0000000000,1.8312368960,1.6627514257
sym_branch,11,6,10,3,0,0,1,4,6,4,2.0000000000,1.6354633478,1.5716813449
sym_branch,11,7,11,1,3,0,0,4,27,3,1.7500000000,1.6354633478,1.5716813449
sym_branch,11,8,12,1,3,0,0,4,27,4,1.7500000000,1.6354633478,1.5716813449
sym_branch,11,9,13,1,3,0,0,4,27,3,1.7500000000,1.6354633478,1.5716813449
sym_branch,11,10,14,1,3,0,0,4,27,2,1.7500000000,1.6354633478,1.5716813449
sym_branch,11,11,15,2,0,1,3,6,7,4,1.8000000000,2.0000000000,2.2364152990
sym_branch,11,12,16,2,2,0,1,5,25,3,1.8333333333,1.8312368960,1.8218071621
sym_branch,11,13,17,2,3,1,1,7,18,4,2.1666666667,2.1488813703,2.1338144785
sym_branch,11,14,18,2,2,1,2,7,17,4,2.0000000000,2.1488813703,2.2364152990
sym_branch,11,15,19,2,3,1,1,7,18,4,2.1666666667,2.1488813703,2.1338144785
sym_branch,11,16,20,3,2,1,2,8,16,4,2.2857142857,2.2824720047,2.2842970862
sym_branch,11,17,21,2,2,1,2,7,17,4,2.1428571429,2.1488813703,2.2364152990
sym_branch,11,18,22,2,3,1,1,7,18,4,2.2500000000,2.1488813703,2.1338144785
sym_branch,11,19,23,2,3,2,1,8,2,4,2.2500000000,2.2824720047,2.2842970862
sym_branch,11,20,24,3,3,1,1,8,17,4,2.3750000000,2.2824720047,2.1863367321
sym_branch,11,21,25,2,2,1,2,7,17,4,2.1428571429,2.1488813703,2.2364152990
sym_branch,11,22,26,3,1,1,4,9,23,4,2.4444444444,2.4039086666,2.5354066668
sym_branch,11,23,27,3,2,1,1,7,8,4,2.2857142857,2.1488813703,2.0785553499
sym_branch,11,24,28,1,3,1,1,6,19,4,2.3000000000,2.0000000000,2.0785553499
sym_branch,11,25,29,1,3,2,1,7,3,3,2.1250000000,2.1488813703,2.2364152990
sym_branch,12,1,5,1,2,0,0,3,18,2,1.5000000000,1.4006773518,1.3553983943
sym_branch,12,2,6,0,0,0,0,0,1,0,0.0000000000,0.0000000000,0.0000000000
sym_branch,12,3,7,2,2,0,0,4,17,2,2.0000000000,1.6354633478,1.4702785181
sym_branch,12,4,8,3,1,0,1,5,15,4,2.3333333333,1.8312368960,1.7456210551
sym_branch,12,5,9,1,3,1,0,5,11,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,12,6,10,1,3,1,0,5,11,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,12,7,11,2,0,1,3,6,7,4,2.0000000000,2.0000000000,2.2364152990
sym_branch,12,8,12,1,3,1,0,5,11,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,12,9,13,2,2,0,0,4,17,4,2.0000000000,1.6354633478,1.4702785181
sym_branch,12,10,14,1,2,0,1,4,26,4,1.8333333333,1.6354633478,1.7456210551
sym_branch,12,11,15,2,0,1,3,6,7,3,2.0000000000,2.0000000000,2.2364152990
sym_branch,12,12,16,2,1,1,2,6,8,4,2.0000000000,2.0000000000,2.1338144785
sym_branch,12,13,17,2,1,1,2,6,8,3,2.0000000000,2.0000000000,2.1338144785
sym_branch,12,14,18,1,3,1,0,5,11,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,12,15,19,2,2,0,1,5,25,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,12,16,20,2,2,0,2,6,33,4,2.0000000000,2.0000000000,2.0785553499
sym_branch,12,17,21,2,2,0,1,5,25,4,2.0000000000,1.8312368960,1.8218071621
sym_branch,12,18,22,2,2,1,0,5,1,4,2.0000000000,1.8312368960,1.7456210551
