seed,run_seed,step_idx,n_vertices,total_parent_subsets,admitted_parent_subsets,unique_closures,admitted_unique_closures,unique_profiles,admitted_unique_profiles,mean_closure_multiplicity,max_closure_multiplicity,mean_adm_closure_multiplicity,max_adm_closure_multiplicity
chain2,14,14,15,1941,480,80,30,34,13,24.2625000000,232,16.0000000000,67
chain2,14,15,16,2517,1042,84,33,35,14,29.9642857143,378,31.5757575758,378
chain2,14,16,17,3214,1334,103,43,40,16,31.2038834951,378,31.0232558140,378
chain2,14,17,18,4048,2138,115,52,41,16,35.2000000000,378,41.1153846154,378
chain2,14,18,19,5036,2138,119,52,42,16,42.3193277311,697,41.1153846154,378
chain2,14,19,20,6196,2292,135,56,46,17,45.8962962963,697,40.9285714286,378
chain2,14,20,21,7547,2446,147,58,54,19,51.3401360544,697,42.1724137931,378
chain2,14,21,22,9109,2983,167,71,60,23,54.5449101796,697,42.0140845070,378
chain2,14,22,23,10903,3369,219,91,63,24,49.7853881279,697,37.0219780220,378
chain2,14,23,24,12951,4382,311,140,88,36,41.6430868167,697,31.3000000000,378
chain2,14,24,25,15276,5361,369,160,96,38,41.3983739837,697,33.5062500000,378
chain2,14,25,26,17902,6229,479,203,99,39,37.3736951983,697,30.6847290640,378
chain2,15,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,15,2,3,8,5,6,3,5,3,1.3333333333,2,1.6666666667,2
chain2,15,3,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
chain2,15,4,5,31,13,10,4,9,4,3.1000000000,8,3.2500000000,8
chain2,15,5,6,57,21,14,5,11,4,4.0714285714,8,4.2000000000,8
chain2,15,6,7,99,37,18,7,14,6,5.5000000000,15,5.2857142857,11
chain2,15,7,8,163,101,19,8,15,7,8.5789473684,64,12.6250000000,64
chain2,15,8,9,256,101,20,8,16,7,12.8000000000,93,12.6250000000,64
chain2,15,9,10,386,138,22,9,17,8,17.5454545455,93,15.3333333333,64
chain2,15,10,11,562,192,34,13,23,10,16.5294117647,93,14.7692307692,64
chain2,15,11,12,794,296,61,28,32,17,13.0163934426,93,10.5714285714,64
chain2,15,12,13,1093,419,76,39,33,18,14.3815789474,93,10.7435897436,64
chain2,15,13,14,1471,621,91,52,38,21,16.1648351648,130,11.9423076923,64
chain2,15,14,15,1941,914,128,84,39,21,15.1640625000,130,10.8809523810,64
chain2,15,15,16,2517,1490,150,106,48,30,16.7800000000,176,14.0566037736,176
chain2,15,16,17,3214,2111,169,115,56,36,19.0177514793,232,18.3565217391,232
chain2,15,17,18,4048,2248,179,117,62,38,22.6145251397,378,19.2136752137,232
chain2,15,18,19,5036,3060,227,149,74,45,22.1850220264,378,20.5369127517,232
chain2,15,19,20,6196,3868,284,173,87,54,21.8169014085,378,22.3583815029,232
chain2,15,20,21,7547,4816,371,210,101,62,20.3423180593,378,22.9333333333,232
chain2,15,21,22,9109,5477,404,232,114,70,22.5470297030,576,23.6077586207,232
chain2,15,22,23,10903,6306,511,296,137,82,21.3365949119,576,21.3040540541,232
chain2,15,23,24,12951,7459,749,440,153,85,17.2910547397,576,16.9522727273,232
chain2,15,24,25,15276,9137,1005,638,178,101,15.2000000000,576,14.3213166144,232
chain2,15,25,26,17902,9388,1120,650,188,101,15.9839285714,576,14.4430769231,232
chain2,16,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,16,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,16,3,4,16,3,6,2,5,2,2.6666666667,4,1.5000000000,2
chain2,16,4,5,31,6,10,3,6,3,3.1000000000,4,2.0000000000,3
chain2,16,5,6,57,32,11,4,7,4,5.1818181818,26,8.0000000000,26
chain2,16,6,7,99,32,12,4,8,4,8.2500000000,42,8.0000000000,26
chain2,16,7,8,163,54,14,5,9,5,11.6428571429,42,10.8000000000,26
chain2,16,8,9,256,86,26,10,13,7,9.8461538462,42,8.6000000000,26
chain2,16,9,10,386,152,34,16,14,8,11.3529411765,42,9.5000000000,26
chain2,16,10,11,562,263,49,28,14,8,11.4693877551,42,9.3928571429,26
chain2,16,11,12,794,495,57,36,19,13,13.9298245614,93,13.7500000000,93
chain2,16,12,13,1093,794,67,46,21,15,16.3134328358,93,17.2608695652,93
chain2,16,13,14,1471,1108,91,69,28,21,16.1648351648,93,16.0579710145,93
chain2,16,14,15,1941,1523,118,87,36,24,16.4491525424,93,17.5057471264,93
chain2,16,15,16,2517,1628,142,94,52,30,17.7253521127,130,17.3191489362,93
chain2,16,16,17,3214,2015,174,104,60,34,18.4712643678,130,19.3750000000,130
chain2,16,17,18,4048,2615,252,149,79,46,16.0634920635,130,17.5503355705,130
chain2,16,18,19,5036,2966,290,165,98,55,17.3655172414,232,17.9757575758,130
chain2,16,19,20,6196,3519,346,205,113,68,17.9075144509,232,17.1658536585,130
chain2,16,20,21,7547,4284,444,261,125,73,16.9977477477,232,16.4137931034,130
chain2,16,21,22,9109,5044,563,328,134,74,16.1793960924,232,15.3780487805,130
chain2,16,22,23,10903,5861,657,375,137,77,16.5951293760,378,15.6293333333,130
chain2,16,23,24,12951,6622,709,406,146,83,18.2665726375,697,16.3103448276,154
chain2,16,24,25,15276,7185,857,459,170,88,17.8249708285,697,15.6535947712,154
chain2,16,25,26,17902,8597,1172,612,188,97,15.2747440273,697,14.0473856209,154
chain2,17,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,17,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,17,3,4,16,3,6,2,5,2,2.6666666667,4,1.5000000000,2
chain2,17,4,5,31,6,10,3,6,3,3.1000000000,4,2.0000000000,3
chain2,17,5,6,57,15,18,6,7,3,3.1666666667,4,2.5000000000,3
chain2,17,6,7,99,57,20,8,9,5,4.9500000000,26,7.1250000000,26
chain2,17,7,8,163,99,24,10,11,5,6.7916666667,26,9.9000000000,26
chain2,17,8,9,256,128,28,12,15,7,9.1428571429,42,10.6666666667,26
chain2,17,9,10,386,194,34,16,17,9,11.3529411765,42,12.1250000000,29
chain2,17,10,11,562,194,36,16,19,9,15.6111111111,130,12.1250000000,29
chain2,17,11,12,794,345,43,20,25,12,18.4651162791,130,17.2500000000,56
chain2,17,12,13,1093,544,55,26,29,14,19.8727272727,130,20.9230769231,56
chain2,17,13,14,1471,690,65,32,35,18,22.6307692308,130,21.5625000000,67
chain2,17,14,15,1941,926,97,46,47,21,20.0103092784,130,20.1304347826,67
chain2,17,15,16,2517,926,105,46,52,21,23.9714285714,299,20.1304347826,67
chain2,17,16,17,3214,941,120,49,56,23,26.7833333333,299,19.2040816327,67
chain2,17,17,18,4048,1310,150,63,73,35,26.9866666667,299,20.7936507937,79
chain2,17,18,19,5036,1907,184,85,81,41,27.3695652174,299,22.4352941176,92
chain2,17,19,20,6196,2480,218,105,93,47,28.4220183486,299,23.6190476190,106
chain2,17,20,21,7547,3212,252,118,106,52,29.9484126984,299,27.2203389831,299
chain2,17,21,22,9109,3423,256,120,109,53,35.5820312500,1160,28.5250000000,299
chain2,17,22,23,10903,4224,426,198,132,64,25.5938967136,1160,21.3333333333,299
chain2,17,23,24,12951,4609,470,208,145,67,27.5553191489,1160,22.1586538462,299
chain2,17,24,25,15276,5668,529,251,150,72,28.8771266541,1160,22.5816733068,299
chain2,17,25,26,17902,6386,563,261,159,76,31.7975133215,1160,24.4674329502,299
chain2,18,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,18,2,3,8,5,6,3,5,3,1.3333333333,2,1.6666666667,2
chain2,18,3,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
chain2,18,4,5,31,13,8,4,7,4,3.8750000000,15,3.2500000000,8
chain2,18,5,6,57,13,10,4,8,4,5.7000000000,15,3.2500000000,8
chain2,18,6,7,99,18,14,5,9,5,7.0714285714,15,3.6000000000,8
chain2,18,7,8,163,82,15,6,10,6,10.8666666667,64,13.6666666667,64
chain2,18,8,9,256,82,16,6,11,6,16.0000000000,93,13.6666666667,64
chain2,18,9,10,386,119,18,7,12,7,21.4444444444,93,17.0000000000,64
chain2,18,10,11,562,295,19,8,13,8,29.5789473684,176,36.8750000000,176
chain2,18,11,12,794,489,25,12,17,10,31.7600000000,176,40.7500000000,176
chain2,18,12,13,1093,788,28,15,18,11,39.0357142857,176,52.5333333333,176
chain2,18,13,14,1471,788,30,15,20,11,49.0333333333,299,52.5333333333,176
chain2,18,14,15,1941,946,35,17,25,13,55.4571428571,299,55.6470588235,176
chain2,18,15,16,2517,1052,37,18,27,14,68.0270270270,470,58.4444444444,176
chain2,18,16,17,3214,1537,52,26,37,18,61.8076923077,470,59.1153846154,176
chain2,18,17,18,4048,1938,75,37,45,22,53.9733333333,470,52.3783783784,176
chain2,18,18,19,5036,2274,97,46,49,24,51.9175257732,470,49.4347826087,176
chain2,18,19,20,6196,2653,123,54,53,24,50.3739837398,470,49.1296296296,176
chain2,18,20,21,7547,3971,146,74,65,33,51.6917808219,470,53.6621621622,470
chain2,18,21,22,9109,3971,154,74,71,33,59.1493506494,988,53.6621621622,470
chain2,18,22,23,10903,4144,184,76,85,35,59.2554347826,988,54.5263157895,470
chain2,18,23,24,12951,4396,235,89,91,38,55.1106382979,988,49.3932584270,470
chain2,18,24,25,15276,6021,276,114,102,46,55.3478260870,988,52.8157894737,697
chain2,18,25,26,17902,6441,372,155,104,47,48.1236559140,988,41.5548387097,697
chain2,19,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,19,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,19,3,4,16,5,8,3,7,3,2.0000000000,4,1.6666666667,2
chain2,19,4,5,31,13,10,4,9,4,3.1000000000,8,3.2500000000,8
chain2,19,5,6,57,24,20,7,14,6,2.8500000000,8,3.4285714286,8
chain2,19,6,7,99,40,22,8,16,7,4.5000000000,26,5.0000000000,16
chain2,19,7,8,163,60,44,14,23,9,3.7045454545,26,4.2857142857,16
chain2,19,8,9,256,153,45,15,24,10,5.6888888889,93,10.2000000000,93
chain2,19,9,10,386,153,46,15,25,10,8.3913043478,130,10.2000000000,93
chain2,19,10,11,562,199,48,16,26,11,11.7083333333,130,12.4375000000,93
chain2,19,11,12,794,301,52,19,27,12,15.2692307692,130,15.8421052632,93
chain2,19,12,13,1093,600,54,21,29,14,20.2407407407,232,28.5714285714,232
chain2,19,13,14,1471,847,64,29,30,15,22.9843750000,232,29.2068965517,232
chain2,19,14,15,1941,847,68,29,33,15,28.5441176471,299,29.2068965517,232
chain2,19,15,16,2517,847,76,29,36,15,33.1184210526,299,29.2068965517,232
chain2,19,16,17,3214,1516,88,38,36,15,36.5227272727,299,39.8947368421,232
chain2,19,17,18,4048,2185,111,47,41,15,36.4684684685,299,46.4893617021,232
chain2,19,18,19,5036,3102,140,66,46,18,35.9714285714,299,47.0000000000,232
chain2,19,19,20,6196,3501,174,87,60,26,35.6091954023,299,40.2413793103,232
chain2,19,20,21,7547,3520,200,90,69,27,37.7350000000,470,39.1111111111,232
chain2,19,21,22,9109,3660,226,94,83,30,40.3053097345,697,38.9361702128,232
chain2,19,22,23,10903,4257,279,127,89,36,39.0788530466,697,33.5196850394,232
chain2,19,23,24,12951,6110,322,159,101,48,40.2204968944,697,38.4276729560,697
chain2,19,24,25,15276,6655,354,172,114,55,43.1525423729,834,38.6918604651,697
chain2,19,25,26,17902,7189,373,179,121,59,47.9946380697,1351,40.1620111732,697
chain2,20,1,2,4,3,3,2,3,2,1.3333333333,2,1.5000000000,2
chain2,20,2,3,8,3,4,2,4,2,2.0000000000,4,1.5000000000,2
chain2,20,3,4,16,5,8,3,7,3,2.0000000000,4,1.6666666667,2
chain2,20,4,5,31,9,16,5,10,4,1.9375000000,4,1.8000000000,2
chain2,20,5,6,57,16,32,9,13,5,1.7812500000,4,1.7777777778,2
chain2,20,6,7,99,38,40,12,19,7,2.4750000000,8,3.1666666667,8
chain2,20,7,8,163,60,44,14,23,9,3.7045454545,26,4.2857142857,16
chain2,20,8,9,256,124,56,20,29,13,4.5714285714,26,6.2000000000,16
chain2,20,9,10,386,196,78,29,38,15,4.9487179487,26,6.7586206897,16
chain2,20,10,11,562,355,86,34,40,16,6.5348837209,64,10.4411764706,64
chain2,20,11,12,794,355,90,34,41,16,8.8222222222,130,10.4411764706,64
chain2,20,12,13,1093,516,120,54,56,27,9.1083333333,130,9.5555555556,64
chain2,20,13,14,1471,838,132,62,65,33,11.1439393939,130,13.5161290323,93
chain2,20,14,15,1941,894,140,63,70,34,13.8642857143,176,14.1904761905,93
chain2,20,15,16,2517,1202,205,98,95,44,12.2780487805,176,12.2653061224,93
chain2,20,16,17,3214,1285,234,105,105,50,13.7350427350,176,12.2380952381,93
chain2,20,17,18,4048,1777,278,131,116,58,14.5611510791,176,13.5648854962,93
chain2,20,18,19,5036,2236,375,180,145,80,13.4293333333,176,12.4222222222,93
chain2,20,19,20,6196,2710,525,235,158,81,11.8019047619,176,11.5319148936,93
chain2,20,20,21,7547,3126,612,276,175,88,12.3316993464,232,11.3260869565,93
chain2,20,21,22,9109,4288,774,355,188,97,11.7687338501,232,12.0788732394,93
chain2,20,22,23,10903,5044,965,414,203,102,11.2984455959,232,12.1835748792,93
chain2,20,23,24,12951,6078,1061,489,217,112,12.2064090481,470,12.4294478528,121
chain2,20,24,25,15276,6910,1257,581,226,116,12.1527446301,470,11.8932874355,137
chain2,20,25,26,17902,8115,1336,636,233,120,13.3997005988,834,12.7594339623,172
chain4,1,1,4,16,11,5,3,5,3,3.2000000000,8,3.6666666667,8
chain4,1,2,5,31,26,6,4,5,3,5.1666666667,15,6.5000000000,15
chain4,1,3,6,57,52,7,5,5,3,8.1428571429,26,10.4000000000,26
chain4,1,4,7,99,59,12,6,9,4,8.2500000000,26,9.8333333333,26
chain4,1,5,8,163,73,22,9,13,6,7.4090909091,26,8.1111111111,26
chain4,1,6,9,256,115,26,10,13,6,9.8461538462,42,11.5000000000,42
chain4,1,7,10,386,179,30,11,13,6,12.8666666667,64,16.2727272727,64
chain4,1,8,11,562,272,34,12,13,6,16.5294117647,93,22.6666666667,93
chain4,1,9,12,794,360,50,17,18,8,15.8800000000,93,21.1764705882,93
chain4,1,10,13,1093,537,72,29,20,8,15.1805555556,93,18.5172413793,93
chain4,1,11,14,1471,905,84,40,29,16,17.5119047619,130,22.6250000000,130
chain4,1,12,15,1941,905,96,40,38,16,20.2187500000,176,22.6250000000,130
chain4,1,13,16,2517,1379,128,61,48,21,19.6640625000,176,22.6065573770,130
chain4,1,14,17,3214,1606,160,81,51,24,20.0875000000,176,19.8271604938,130
chain4,1,15,18,4048,1940,182,93,67,33,22.2417582418,299,20.8602150538,130
chain4,1,16,19,5036,2231,194,101,74,37,25.9587628866,470,22.0891089109,130
chain4,1,17,20,6196,2522,216,109,78,37,28.6851851852,470,23.1376146789,130
chain4,1,18,21,7547,3640,274,149,99,54,27.5437956204,470,24.4295302013,232
chain4,1,19,22,9109,4751,312,166,110,58,29.1955128205,470,28.6204819277,470
chain4,1,20,23,10903,5232,365,180,119,61,29.8712328767,470,29.0666666667,470
chain4,1,21,24,12951,6461,483,233,132,68,26.8136645963,470,27.7296137339,470
chain4,1,22,25,15276,7098,547,258,144,73,27.9268738574,697,27.5116279070,470
chain4,1,23,26,17902,8899,721,374,157,81,24.8294036061,697,23.7941176471,470
chain4,1,24,27,20854,9519,789,404,177,87,26.4309252218,834,23.5618811881,470
chain4,1,25,28,24158,11583,1013,551,199,100,23.8479763080,834,21.0217785844,470
chain4,2,1,4,16,11,5,3,5,3,3.2000000000,8,3.6666666667,8
chain4,2,2,5,31,13,10,4,9,4,3.1000000000,8,3.2500000000,8
chain4,2,3,6,57,28,12,5,9,4,4.7500000000,15,5.6000000000,15
chain4,2,4,7,99,54,14,6,9,4,7.0714285714,26,9.0000000000,26
chain4,2,5,8,163,111,19,10,13,8,8.5789473684,26,11.1000000000,26
chain4,2,6,9,256,182,22,12,13,8,11.6363636364,42,15.1666666667,42
chain4,2,7,10,386,253,28,14,16,8,13.7857142857,42,18.0714285714,42
chain4,2,8,11,562,400,34,19,19,11,16.5294117647,64,21.0526315789,64
chain4,2,9,12,794,603,43,27,22,14,18.4651162791,64,22.3333333333,64
chain4,2,10,13,1093,799,52,31,25,15,21.0192307692,93,25.7741935484,93
chain4,2,11,14,1471,1110,61,37,31,18,24.1147540984,130,30.0000000000,130
chain4,2,12,15,1941,1433,79,45,39,22,24.5696202532,130,31.8444444444,130
chain4,2,13,16,2517,1605,86,48,46,25,29.2674418605,232,33.4375000000,130
chain4,2,14,17,3214,1711,90,49,50,26,35.7111111111,470,34.9183673469,130
chain4,2,15,18,4048,1899,110,56,59,28,36.8000000000,470,33.9107142857,130
chain4,2,16,19,5036,2424,139,74,73,36,36.2302158273,470,32.7567567568,130
chain4,2,17,20,6196,2984,177,96,86,42,35.0056497175,470,31.0833333333,130
chain4,2,18,21,7547,3474,249,129,96,44,30.3092369478,470,26.9302325581,130
chain4,2,19,22,9109,4314,348,173,101,44,26.1752873563,470,24.9364161850,130
chain4,2,20,23,10903,4919,428,215,104,45,25.4742990654,470,22.8790697674,130
chain4,2,21,24,12951,6791,495,273,117,56,26.1636363636,576,24.8754578755,576
chain4,2,22,25,15276,8542,548,313,124,63,27.8759124088,834,27.2907348243,834
chain4,2,23,26,17902,9731,710,385,143,75,25.2140845070,834,25.2753246753,834
chain4,2,24,27,20854,11521,971,532,148,79,21.4768280124,834,21.6560150376,834
chain4,2,25,28,24158,13035,1245,685,151,82,19.4040160643,834,19.0291970803,834
chain4,3,1,4,16,11,5,3,5,3,3.2000000000,8,3.6666666667,8
chain4,3,2,5,31,26,6,4,5,3,5.1666666667,15,6.5000000000,15
chain4,3,3,6,57,41,8,5,6,3,7.1250000000,15,8.2000000000,15
chain4,3,4,7,99,83,10,7,7,4,9.9000000000,26,11.8571428571,26
chain4,3,5,8,163,147,13,10,8,5,12.5384615385,26,14.7000000000,26
chain4,3,6,9,256,211,19,13,10,5,13.4736842105,26,16.2307692308,26
chain4,3,7,10,386,248,21,14,12,6,18.3809523810,93,17.7142857143,37
chain4,3,8,11,562,402,28,20,17,10,20.0714285714,93,20.1000000000,46
chain4,3,9,12,794,402,29,20,18,10,27.3793103448,232,20.1000000000,46
chain4,3,10,13,1093,503,37,22,22,10,29.5405405405,232,22.8636363636,64
chain4,3,11,14,1471,515,45,23,30,11,32.6888888889,232,22.3913043478,64
chain4,3,12,15,1941,539,61,26,37,12,31.8196721311,232,20.7307692308,64
chain4,3,13,16,2517,1115,63,28,39,14,39.9523809524,470,39.8214285714,470
chain4,3,14,17,3214,1115,65,28,41,14,49.4461538462,576,39.8214285714,470
chain4,3,15,18,4048,1389,105,41,51,18,38.5523809524,576,33.8780487805,470
chain4,3,16,19,5036,1543,113,45,54,21,44.5663716814,576,34.2888888889,470
chain4,3,17,20,6196,1869,128,56,56,23,48.4062500000,576,33.3750000000,470
chain4,3,18,21,7547,2386,143,69,61,27,52.7762237762,697,34.5797101449,470
chain4,3,19,22,9109,3948,155,81,68,34,58.7677419355,834,48.7407407407,834
chain4,3,20,23,10903,4895,235,124,77,39,46.3957446809,834,39.4758064516,834
chain4,3,21,24,12951,4895,247,124,80,39,52.4331983806,1160,39.4758064516,834
chain4,3,22,25,15276,7160,285,156,85,44,53.6000000000,1160,45.8974358974,834
chain4,3,23,26,17902,8444,392,231,86,44,45.6683673469,1160,36.5541125541,834
chain4,3,24,27,20854,10443,515,318,101,58,40.4932038835,1160,32.8396226415,834
chain4,3,25,28,24158,11121,613,364,106,60,39.4094616639,1160,30.5521978022,834
chain4,4,1,4,16,11,5,3,5,3,3.2000000000,8,3.6666666667,8
chain4,4,2,5,31,13,10,4,9,4,3.1000000000,8,3.2500000000,8
chain4,4,3,6,57,24,16,6,13,6,3.5625000000,8,4.0000000000,8
chain4,4,4,7,99,66,18,8,15,8,5.5000000000,26,8.2500000000,26
chain4,4,5,8,163,66,19,8,16,8,8.5789473684,64,8.2500000000,26
chain4,4,6,9,256,137,24,11,19,9,10.6666666667,64,12.4545454545,29
chain4,4,7,10,386,215,30,14,24,12,12.8666666667,64,15.3571428571,42
chain4,4,8,11,562,391,32,16,26,14,17.5625000000,130,24.4375000000,130
chain4,4,9,12,794,493,35,18,27,14,22.6857142857,130,27.3888888889,130
chain4,4,10,13,1093,595,41,20,29,14,26.6585365854,130,29.7500000000,130
chain4,4,11,14,1471,883,51,24,30,14,28.8431372549,130,36.7916666667,130
chain4,4,12,15,1941,951,59,26,31,15,32.8983050847,232,36.5769230769,130
chain4,4,13,16,2517,1269,73,35,39,19,34.4794520548,232,36.2571428571,130
chain4,4,14,17,3214,1551,91,46,42,22,35.3186813187,232,33.7173913043,130
chain4,4,15,18,4048,1977,127,60,50,22,31.8740157480,232,32.9500000000,130
chain4,4,16,19,5036,2403,146,66,55,24,34.4931506849,378,36.4090909091,130
chain4,4,17,20,6196,2966,216,88,59,28,28.6851851852,378,33.7045454545,130
chain4,4,18,21,7547,4072,259,125,73,39,29.1389961390,378,32.5760000000,299
chain4,4,19,22,9109,4872,352,172,88,52,25.8778409091,378,28.3255813953,299
chain4,4,20,23,10903,5553,404,203,97,53,26.9876237624,576,27.3546798030,299
chain4,4,21,24,12951,6554,436,228,114,67,29.7041284404,834,28.7456140351,299
chain4,4,22,25,15276,8065,643,342,119,69,23.7573872473,834,23.5818713450,299
chain4,4,23,26,17902,9024,705,370,137,81,25.3929078014,834,24.3891891892,299
chain4,4,24,27,20854,10024,845,436,155,89,24.6792899408,834,22.9908256881,299
chain4,4,25,28,24158,12995,996,556,182,109,24.2550200803,834,23.3723021583,576
chain4,5,1,4,16,11,5,3,5,3,3.2000000000,8,3.6666666667,8
chain4,5,2,5,31,26,6,4,5,3,5.1666666667,15,6.5000000000,15
chain4,5,3,6,57,52,7,5,5,3,8.1428571429,26,10.4000000000,26
