seed,run_seed,step_idx,n_vertices,total_parent_subsets,admitted_parent_subsets,unique_closures,admitted_unique_closures,unique_profiles,admitted_unique_profiles,mean_closure_multiplicity,max_closure_multiplicity,mean_adm_closure_multiplicity,max_adm_closure_multiplicity
asym_branch,19,20,23,10903,4689,724,337,165,76,15.0593922652,378,13.9139465875,232
asym_branch,19,21,24,12951,6442,773,358,166,77,16.7542043984,697,17.9944134078,697
asym_branch,19,22,25,15276,7328,952,446,184,86,16.0462184874,697,16.4304932735,697
asym_branch,19,23,26,17902,7859,1074,497,201,91,16.6685288641,697,15.8128772636,697
asym_branch,19,24,27,20854,8390,1170,525,212,95,17.8239316239,834,15.9809523810,697
asym_branch,19,25,28,24158,11374,1243,583,219,102,19.4352373290,988,19.5094339623,988
asym_branch,20,1,4,16,13,7,4,6,4,2.2857142857,8,3.2500000000,8
asym_branch,20,2,5,31,21,9,5,7,4,3.4444444444,8,4.2000000000,8
asym_branch,20,3,6,57,21,14,5,11,4,4.0714285714,8,4.2000000000,8
asym_branch,20,4,7,99,29,24,7,14,5,4.1250000000,8,4.1428571429,8
asym_branch,20,5,8,163,51,32,11,18,7,5.0937500000,15,4.6363636364,11
asym_branch,20,6,9,256,73,47,15,21,7,5.4468085106,15,4.8666666667,11
asym_branch,20,7,10,386,189,55,21,27,12,7.0181818182,42,9.0000000000,42
asym_branch,20,8,11,562,189,63,21,33,12,8.9206349206,64,9.0000000000,42
asym_branch,20,9,12,794,245,71,25,40,15,11.1830985915,93,9.8000000000,42
asym_branch,20,10,13,1093,301,86,29,43,15,12.7093023256,93,10.3793103448,42
asym_branch,20,11,14,1471,679,94,37,46,18,15.6489361702,176,18.3513513514,176
asym_branch,20,12,15,1941,839,127,52,51,23,15.2834645669,176,16.1346153846,176
asym_branch,20,13,16,2517,839,135,52,52,23,18.6444444444,299,16.1346153846,176
asym_branch,20,14,17,3214,960,147,56,56,26,21.8639455782,299,17.1428571429,176
asym_branch,20,15,18,4048,1755,179,82,61,30,22.6145251397,299,21.4024390244,176
asym_branch,20,16,19,5036,2567,240,119,73,36,20.9833333333,299,21.5714285714,176
asym_branch,20,17,20,6196,2738,252,122,82,38,24.5873015873,576,22.4426229508,176
asym_branch,20,18,21,7547,3288,334,169,91,41,22.5958083832,576,19.4556213018,176
asym_branch,20,19,22,9109,4657,376,202,95,45,24.2260638298,576,23.0544554455,470
asym_branch,20,20,23,10903,4694,418,204,96,45,26.0837320574,576,23.0098039216,470
asym_branch,20,21,24,12951,5212,533,237,111,47,24.2983114447,576,21.9915611814,470
asym_branch,20,22,25,15276,6364,763,351,128,58,20.0209698558,576,18.1310541311,470
asym_branch,20,23,26,17902,6983,990,416,131,58,18.0828282828,576,16.7860576923,470
asym_branch,20,24,27,20854,7549,1076,457,143,63,19.3810408922,988,16.5185995624,470
asym_branch,20,25,28,24158,8739,1564,658,145,65,15.4462915601,988,13.2811550152,470
