row_id,mode,family_semantics,severity,threshold_fraction,support_width,family_size,samples,support_overlap,frontier_overlap,legacy_orientation_overlap,support_frontier_overlap,per_graph_orientation_link_overlap,per_graph_orientation_link_bin,support_frontier_bin,certification_rescue_rate,per_graph_orientation_adjusted_rescue_rate,orientation_overlap_source
469,selector_stress,augmented_exact_k,1.0,0.5,2,10,430,0.333333,0.333333,0.333333,0.333333,0.3928571428571429,medium,low,0.0,0.0,per_graph_member_witness_tokens
470,selector_stress,augmented_exact_k,1.0,0.5,3,10,476,0.5,0.5,0.5,0.5,0.1797202797202797,low,medium,0.0,0.0,per_graph_member_witness_tokens
471,selector_stress,augmented_exact_k,1.0,0.5,4,10,440,0.333333,0.333333,0.333333,0.333333,0.1937529137529137,low,low,0.0,0.0,per_graph_member_witness_tokens
472,selector_stress,augmented_exact_k,1.0,0.75,1,10,1054,1.0,1.0,1.0,1.0,0.3822751322751322,medium,high,0.0,0.0,per_graph_member_witness_tokens
473,selector_stress,augmented_exact_k,1.0,0.75,2,10,430,1.0,1.0,1.0,1.0,0.33629629629629626,medium,high,0.0,0.0,per_graph_member_witness_tokens
474,selector_stress,augmented_exact_k,1.0,0.75,3,10,476,1.0,1.0,1.0,1.0,0.19239575239575235,low,high,0.0,0.0,per_graph_member_witness_tokens
475,selector_stress,augmented_exact_k,1.0,0.75,4,10,440,0.6,0.6,0.6,0.6,0.19078551078551073,low,medium,0.0,0.0,per_graph_member_witness_tokens
476,selector_stress,augmented_exact_k,1.0,1.0,1,10,1054,1.0,1.0,1.0,1.0,0.35978835978835977,medium,high,0.0,0.0,per_graph_member_witness_tokens
477,selector_stress,augmented_exact_k,1.0,1.0,2,10,430,1.0,1.0,1.0,1.0,0.31735449735449733,low,high,0.0,0.0,per_graph_member_witness_tokens
478,selector_stress,augmented_exact_k,1.0,1.0,3,10,476,1.0,1.0,1.0,1.0,0.2204388204388204,low,high,0.0,0.0,per_graph_member_witness_tokens
479,selector_stress,augmented_exact_k,1.0,1.0,4,10,440,1.0,1.0,1.0,1.0,0.2301906916612798,low,high,0.0,0.0,per_graph_member_witness_tokens
