motif,site,run_seed,seed,mode,severity,support_width,threshold_fraction,threshold_k,family_semantics,certification_regime,certificate_correlation,family_size,parent_cut_in_family,strict_before_ready,family_before_ready,strict_after_ready,family_after_ready,strict_parent_loss,family_internal_loss,strict_rescue_event,family_internal_survival,certification_mode,strict_parent_cert_failed,certification_rescue_event,family_certification_resilience_event,shared_failure_used,shared_failure_value,comparison_valid_strict_vs_family,metric_artifact_risk,apples_to_apples_loss_delta,uncertified_family_cut_count,certified_family_member_count,uncertified_family_member_fraction,unavailable_support_count,affected_edge_count,delay_depth,selector_stress,strict_finality_depth_before,strict_finality_depth_after,strict_recovery_length,family_recovery_length,intervention_detail,certification_detail,pair_count,weighted_native_overlap,induced_certificate_correlation,native_overlap_bin,overlap_weight_profile,support_overlap,frontier_overlap,orientation_overlap,ledger_overlap,causal_past_overlap,bdg_kernel_overlap,firewall_overlap,native_certification_regime,certificate_correlation_source,external_certificate_correlation,v1_6_graph_coupled_orientation_link_overlap,v1_6_run_seed,v1_6_severance_seed,v1_6_motif_kind,v1_6_site,v1_6_family_size,v1_6_dag_node_count
renewal_30,30,,101,ledger_failure,0.5,4,0.5,2,augmented_exact_k,independent_member,0.396945,7,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,3,4,0.428571,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=7 uncertified_family_cuts=3 strict_parent_uncertified=True correlation=0.396945 shared_used=False shared_failed=False,21,0.396945,0.396945,medium,balanced,0.333333,0.333333,0.333333,0.547241,0.428084,0.398677,0.423383,native_overlap_induced,native_witness_overlap,0.396945,0.0909090909090909,19,101,renewal,30,7,33
renewal_2,2,,101,ledger_failure,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,1,0.0,0,0,0,False,4,4,0,0,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=1.0 shared_used=True shared_failed=False,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,2,1,33
renewal_2,2,,101,ledger_failure,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,1,0.0,0,0,0,False,4,4,0,0,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=1.0 shared_used=True shared_failed=False,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,2,1,33
renewal_20,20,,101,ledger_failure,0.5,2,0.5,1,at_least_k,independent_member,0.439198,3,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,3,0.0,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=0.439198 shared_used=True shared_failed=False,3,0.439198,0.439198,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.389978,native_overlap_induced,native_witness_overlap,0.439198,0.0,19,101,renewal,20,3,33
renewal_20,20,,101,ledger_failure,0.5,2,0.5,1,augmented_exact_k,independent_member,0.439198,3,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,3,0.0,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=0.439198 shared_used=True shared_failed=False,3,0.439198,0.439198,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.389978,native_overlap_induced,native_witness_overlap,0.439198,0.0,19,101,renewal,20,3,33
renewal_21,21,,101,ledger_failure,0.5,3,0.5,2,at_least_k,independent_member,0.556411,4,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,2,2,0.5,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=2 strict_parent_uncertified=True correlation=0.556411 shared_used=False shared_failed=False,6,0.556411,0.556411,medium,balanced,0.5,0.5,0.5,0.625,0.615385,0.55,0.688304,native_overlap_induced,native_witness_overlap,0.556411,0.0,19,101,renewal,21,4,33
renewal_21,21,,101,ledger_failure,0.5,3,0.5,2,augmented_exact_k,independent_member,0.556411,4,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,2,2,0.5,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=2 strict_parent_uncertified=True correlation=0.556411 shared_used=False shared_failed=False,6,0.556411,0.556411,medium,balanced,0.5,0.5,0.5,0.625,0.615385,0.55,0.688304,native_overlap_induced,native_witness_overlap,0.556411,0.0,19,101,renewal,21,4,33
renewal_3,3,,101,ledger_failure,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,4,4,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,3,1,33
renewal_3,3,,101,ledger_failure,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,4,4,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,3,1,33
renewal_1,1,,101,orientation_degradation,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,0,0,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,1,1,33
renewal_1,1,,101,orientation_degradation,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,0,0,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,1,1,33
renewal_7,7,,101,orientation_degradation,0.5,2,0.5,1,at_least_k,independent_member,0.516176,3,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,2,1,0.666667,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=2 strict_parent_uncertified=True correlation=0.516176 shared_used=False shared_failed=False,3,0.516176,0.516176,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.802198,native_overlap_induced,native_witness_overlap,0.516176,0.0,19,101,renewal,7,3,33
renewal_7,7,,101,orientation_degradation,0.5,2,0.5,1,augmented_exact_k,independent_member,0.516176,3,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,2,1,0.666667,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=2 strict_parent_uncertified=True correlation=0.516176 shared_used=False shared_failed=False,3,0.516176,0.516176,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.802198,native_overlap_induced,native_witness_overlap,0.516176,0.0,19,101,renewal,7,3,33
renewal_15,15,,101,orientation_degradation,0.5,3,0.5,2,at_least_k,independent_member,0.588852,4,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,0,4,0,1.0,0,0,0,False,6,6,0,,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=4 strict_parent_uncertified=True correlation=0.588852 shared_used=False shared_failed=False,6,0.588852,0.588852,medium,balanced,0.5,0.5,0.5,0.714286,0.642857,0.642857,0.735653,native_overlap_induced,native_witness_overlap,0.588852,0.0,19,101,renewal,15,4,33
renewal_15,15,,101,orientation_degradation,0.5,3,0.5,2,augmented_exact_k,independent_member,0.588852,4,True,True,True,False,False,True,True,False,False,True,True,False,False,False,False,True,False,0,4,0,1.0,0,0,0,False,6,6,0,,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=4 strict_parent_uncertified=True correlation=0.588852 shared_used=False shared_failed=False,6,0.588852,0.588852,medium,balanced,0.5,0.5,0.5,0.714286,0.642857,0.642857,0.735653,native_overlap_induced,native_witness_overlap,0.588852,0.0,19,101,renewal,15,4,33
renewal_30,30,,101,orientation_degradation,0.5,4,0.5,2,at_least_k,independent_member,0.490234,11,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,2,9,0.181818,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=11 uncertified_family_cuts=2 strict_parent_uncertified=False correlation=0.490234 shared_used=False shared_failed=False,55,0.490234,0.490234,medium,balanced,0.436364,0.436364,0.436364,0.61746,0.521208,0.488939,0.509289,native_overlap_induced,native_witness_overlap,0.490234,0.06666666666666667,19,101,renewal,30,11,33
renewal_30,30,,101,orientation_degradation,0.5,4,0.5,2,augmented_exact_k,independent_member,0.396945,7,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,2,5,0.285714,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=7 uncertified_family_cuts=2 strict_parent_uncertified=False correlation=0.396945 shared_used=False shared_failed=False,21,0.396945,0.396945,medium,balanced,0.333333,0.333333,0.333333,0.547241,0.428084,0.398677,0.423383,native_overlap_induced,native_witness_overlap,0.396945,0.0909090909090909,19,101,renewal,30,7,33
renewal_2,2,,101,orientation_degradation,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,4,4,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,2,1,33
renewal_2,2,,101,orientation_degradation,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,4,4,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,2,1,33
renewal_20,20,,101,orientation_degradation,0.5,2,0.5,1,at_least_k,independent_member,0.439198,3,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,2,1,0.666667,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=2 strict_parent_uncertified=False correlation=0.439198 shared_used=False shared_failed=False,3,0.439198,0.439198,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.389978,native_overlap_induced,native_witness_overlap,0.439198,0.0,19,101,renewal,20,3,33
renewal_20,20,,101,orientation_degradation,0.5,2,0.5,1,augmented_exact_k,independent_member,0.439198,3,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,2,1,0.666667,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=2 strict_parent_uncertified=False correlation=0.439198 shared_used=False shared_failed=False,3,0.439198,0.439198,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.389978,native_overlap_induced,native_witness_overlap,0.439198,0.0,19,101,renewal,20,3,33
renewal_21,21,,101,orientation_degradation,0.5,3,0.5,2,at_least_k,independent_member,0.556411,4,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,1,3,0.25,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=0.556411 shared_used=False shared_failed=False,6,0.556411,0.556411,medium,balanced,0.5,0.5,0.5,0.625,0.615385,0.55,0.688304,native_overlap_induced,native_witness_overlap,0.556411,0.0,19,101,renewal,21,4,33
renewal_21,21,,101,orientation_degradation,0.5,3,0.5,2,augmented_exact_k,independent_member,0.556411,4,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,1,3,0.25,0,0,0,False,6,6,0,0,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=0.556411 shared_used=False shared_failed=False,6,0.556411,0.556411,medium,balanced,0.5,0.5,0.5,0.625,0.615385,0.55,0.688304,native_overlap_induced,native_witness_overlap,0.556411,0.0,19,101,renewal,21,4,33
renewal_3,3,,101,orientation_degradation,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,4,4,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,3,1,33
renewal_3,3,,101,orientation_degradation,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,4,4,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,3,1,33
renewal_1,1,,101,selector_stress,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,0,0,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,1,1,33
renewal_1,1,,101,selector_stress,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,0,0,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,1,1,33
renewal_7,7,,101,selector_stress,0.5,2,0.5,1,at_least_k,independent_member,0.516176,3,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,3,0.516176,0.516176,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.802198,native_overlap_induced,native_witness_overlap,0.516176,0.0,19,101,renewal,7,3,33
renewal_7,7,,101,selector_stress,0.5,2,0.5,1,augmented_exact_k,independent_member,0.516176,3,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,3,0.516176,0.516176,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.666667,0.666667,0.802198,native_overlap_induced,native_witness_overlap,0.516176,0.0,19,101,renewal,7,3,33
renewal_15,15,,101,selector_stress,0.5,3,0.5,2,at_least_k,independent_member,0.588852,4,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,6,0.588852,0.588852,medium,balanced,0.5,0.5,0.5,0.714286,0.642857,0.642857,0.735653,native_overlap_induced,native_witness_overlap,0.588852,0.0,19,101,renewal,15,4,33
renewal_15,15,,101,selector_stress,0.5,3,0.5,2,augmented_exact_k,independent_member,0.588852,4,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,6,0.588852,0.588852,medium,balanced,0.5,0.5,0.5,0.714286,0.642857,0.642857,0.735653,native_overlap_induced,native_witness_overlap,0.588852,0.0,19,101,renewal,15,4,33
renewal_30,30,,101,selector_stress,0.5,4,0.5,2,at_least_k,independent_member,0.490234,11,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,11,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,55,0.490234,0.490234,medium,balanced,0.436364,0.436364,0.436364,0.61746,0.521208,0.488939,0.509289,native_overlap_induced,native_witness_overlap,0.490234,0.06666666666666667,19,101,renewal,30,11,33
renewal_30,30,,101,selector_stress,0.5,4,0.5,2,augmented_exact_k,independent_member,0.396945,7,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,7,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,21,0.396945,0.396945,medium,balanced,0.333333,0.333333,0.333333,0.547241,0.428084,0.398677,0.423383,native_overlap_induced,native_witness_overlap,0.396945,0.0909090909090909,19,101,renewal,30,7,33
renewal_2,2,,101,selector_stress,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,4,4,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,2,1,33
renewal_2,2,,101,selector_stress,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,4,4,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,2,1,33
renewal_20,20,,101,selector_stress,0.5,2,0.5,1,at_least_k,independent_member,0.439198,3,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,3,0.439198,0.439198,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.389978,native_overlap_induced,native_witness_overlap,0.439198,0.0,19,101,renewal,20,3,33
renewal_20,20,,101,selector_stress,0.5,2,0.5,1,augmented_exact_k,independent_member,0.439198,3,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,3,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,3,0.439198,0.439198,medium,balanced,0.333333,0.333333,0.333333,0.733333,0.466667,0.466667,0.389978,native_overlap_induced,native_witness_overlap,0.439198,0.0,19,101,renewal,20,3,33
renewal_21,21,,101,selector_stress,0.5,3,0.5,2,at_least_k,independent_member,0.556411,4,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,6,0.556411,0.556411,medium,balanced,0.5,0.5,0.5,0.625,0.615385,0.55,0.688304,native_overlap_induced,native_witness_overlap,0.556411,0.0,19,101,renewal,21,4,33
renewal_21,21,,101,selector_stress,0.5,3,0.5,2,augmented_exact_k,independent_member,0.556411,4,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,4,0.0,0,0,0,True,6,6,0,0,selector_stress=True,no_certification_stress,6,0.556411,0.556411,medium,balanced,0.5,0.5,0.5,0.625,0.615385,0.55,0.688304,native_overlap_induced,native_witness_overlap,0.556411,0.0,19,101,renewal,21,4,33
renewal_3,3,,101,selector_stress,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,4,4,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,3,1,33
renewal_3,3,,101,selector_stress,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,0,0,1,0.0,0,0,0,True,4,4,0,0,selector_stress=True,no_certification_stress,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,19,101,renewal,3,1,33
renewal_1,1,,101,ledger_failure,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,0,0,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,20,101,renewal,1,1,33
renewal_1,1,,101,ledger_failure,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,1,0,1.0,0,0,0,False,0,0,0,,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=1.0 shared_used=True shared_failed=True,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,20,101,renewal,1,1,33
renewal_30,30,,101,ledger_failure,0.5,2,0.5,1,at_least_k,independent_member,0.409143,3,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,1,2,0.333333,0,0,0,False,,,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=0.409143 shared_used=False shared_failed=False,3,0.409143,0.409143,medium,balanced,0.333333,0.333333,0.333333,0.555556,0.444444,0.466667,0.447619,native_overlap_induced,native_witness_overlap,0.409143,0.0,20,101,renewal,30,3,33
renewal_30,30,,101,ledger_failure,0.5,2,0.5,1,augmented_exact_k,independent_member,0.409143,3,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,1,2,0.333333,0,0,0,False,,,0,0,certification_state_supplied_separately,independent_member domain=3 uncertified_family_cuts=1 strict_parent_uncertified=True correlation=0.409143 shared_used=False shared_failed=False,3,0.409143,0.409143,medium,balanced,0.333333,0.333333,0.333333,0.555556,0.444444,0.466667,0.447619,native_overlap_induced,native_witness_overlap,0.409143,0.0,20,101,renewal,30,3,33
renewal_9,9,,101,ledger_failure,0.5,3,0.5,2,at_least_k,independent_member,0.608394,4,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,2,2,0.5,0,0,0,False,5,5,0,0,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=2 strict_parent_uncertified=False correlation=0.608394 shared_used=False shared_failed=False,6,0.608394,0.608394,medium,balanced,0.5,0.5,0.5,0.75,0.7,0.7,0.742424,native_overlap_induced,native_witness_overlap,0.608394,0.0,20,101,renewal,9,4,33
renewal_9,9,,101,ledger_failure,0.5,3,0.5,2,augmented_exact_k,independent_member,0.608394,4,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,2,2,0.5,0,0,0,False,5,5,0,0,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=2 strict_parent_uncertified=False correlation=0.608394 shared_used=False shared_failed=False,6,0.608394,0.608394,medium,balanced,0.5,0.5,0.5,0.75,0.7,0.7,0.742424,native_overlap_induced,native_witness_overlap,0.608394,0.0,20,101,renewal,9,4,33
renewal_10,10,,101,ledger_failure,0.5,4,0.5,2,at_least_k,independent_member,0.500305,11,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,True,False,-1,5,6,0.454545,0,0,0,False,5,5,0,0,certification_state_supplied_separately,independent_member domain=11 uncertified_family_cuts=5 strict_parent_uncertified=True correlation=0.500305 shared_used=False shared_failed=False,55,0.500305,0.500305,medium,balanced,0.436364,0.436364,0.436364,0.61746,0.575859,0.508922,0.528219,native_overlap_induced,native_witness_overlap,0.500305,0.08181818181818182,20,101,renewal,10,11,33
renewal_10,10,,101,ledger_failure,0.5,4,0.5,2,augmented_exact_k,independent_member,0.412362,7,True,True,True,True,True,False,False,False,True,True,False,False,True,False,False,True,False,0,4,3,0.571429,0,0,0,False,5,5,0,0,certification_state_supplied_separately,independent_member domain=7 uncertified_family_cuts=4 strict_parent_uncertified=False correlation=0.412362 shared_used=False shared_failed=False,21,0.412362,0.412362,medium,balanced,0.333333,0.333333,0.333333,0.547241,0.506349,0.41981,0.472279,native_overlap_induced,native_witness_overlap,0.412362,0.09999999999999999,20,101,renewal,10,7,33
renewal_2,2,,101,ledger_failure,0.5,1,0.5,1,at_least_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=1.0 shared_used=True shared_failed=False,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,20,101,renewal,2,1,33
renewal_2,2,,101,ledger_failure,0.5,1,0.5,1,augmented_exact_k,independent_member,1.0,1,True,True,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,0,0,1,0.0,0,0,0,False,5,5,0,0,certification_state_supplied_separately,independent_member domain=1 uncertified_family_cuts=0 strict_parent_uncertified=False correlation=1.0 shared_used=True shared_failed=False,0,1.0,1.0,high,balanced,1.0,1.0,1.0,1.0,1.0,1.0,1.0,native_overlap_induced,native_witness_overlap,1.0,0.0,20,101,renewal,2,1,33
renewal_18,18,,101,ledger_failure,0.5,3,0.5,2,at_least_k,independent_member,0.567668,4,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,4,0,1.0,0,0,0,False,5,5,0,,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=4 strict_parent_uncertified=True correlation=0.567668 shared_used=True shared_failed=True,6,0.567668,0.567668,medium,balanced,0.5,0.5,0.5,0.833333,0.535714,0.55,0.479779,native_overlap_induced,native_witness_overlap,0.567668,0.0,20,101,renewal,18,4,33
renewal_18,18,,101,ledger_failure,0.5,3,0.5,2,augmented_exact_k,independent_member,0.567668,4,True,True,True,False,False,True,True,False,False,True,True,False,False,True,True,True,False,0,4,0,1.0,0,0,0,False,5,5,0,,certification_state_supplied_separately,independent_member domain=4 uncertified_family_cuts=4 strict_parent_uncertified=True correlation=0.567668 shared_used=True shared_failed=True,6,0.567668,0.567668,medium,balanced,0.5,0.5,0.5,0.833333,0.535714,0.55,0.479779,native_overlap_induced,native_witness_overlap,0.567668,0.0,20,101,renewal,18,4,33
