family_semantics,certification_regime,mode,severity,threshold_fraction,support_width,samples,family_size_mean,parent_in_family_rate,strict_parent_loss_rate,family_internal_loss_rate,strict_rescue_rate,family_internal_survival_rate,family_internal_resilience_rate,comparison_valid_rate,metric_artifact_risk_rate,mean_apples_to_apples_loss_delta
exact_k,cut_level,ledger_failure,0.5,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.5,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.5,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.5,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,ledger_failure,0.5,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.5,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.5,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.5,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.75,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.75,0.25,2,430,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,ledger_failure,0.75,0.25,3,476,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,ledger_failure,0.75,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,ledger_failure,0.75,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.75,0.5,2,430,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,ledger_failure,0.75,0.5,3,476,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,ledger_failure,0.75,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,ledger_failure,0.75,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.75,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.75,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.75,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,ledger_failure,0.75,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.75,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.75,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,0.75,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,1.0,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,1.0,0.25,2,430,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,ledger_failure,1.0,0.25,3,476,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,ledger_failure,1.0,0.25,4,440,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,ledger_failure,1.0,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,1.0,0.5,2,430,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,ledger_failure,1.0,0.5,3,476,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,ledger_failure,1.0,0.5,4,440,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,ledger_failure,1.0,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,1.0,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,1.0,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,1.0,0.75,4,440,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,ledger_failure,1.0,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,1.0,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,1.0,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,ledger_failure,1.0,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.0,0.25,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.0,0.25,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
exact_k,cut_level,orientation_degradation,0.0,0.25,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
exact_k,cut_level,orientation_degradation,0.0,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
exact_k,cut_level,orientation_degradation,0.0,0.5,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.0,0.5,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
exact_k,cut_level,orientation_degradation,0.0,0.5,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
exact_k,cut_level,orientation_degradation,0.0,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
exact_k,cut_level,orientation_degradation,0.0,0.75,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.0,0.75,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.0,0.75,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.0,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
exact_k,cut_level,orientation_degradation,0.0,1.0,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.0,1.0,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.0,1.0,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.0,1.0,4,440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.25,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.25,0.25,2,430,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.25,0.25,3,476,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.25,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.25,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.25,0.5,2,430,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.25,0.5,3,476,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.25,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.25,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.25,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.25,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.25,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.25,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.25,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.25,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.25,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.5,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.5,0.25,2,430,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.5,0.25,3,476,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.5,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.5,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.5,0.5,2,430,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.5,0.5,3,476,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.5,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.5,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.5,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.5,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.5,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.5,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.5,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.5,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.5,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.75,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.75,0.25,2,430,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.75,0.25,3,476,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.75,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.75,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.75,0.5,2,430,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.75,0.5,3,476,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.75,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.75,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.75,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.75,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.75,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,0.75,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.75,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.75,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,0.75,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,1.0,0.25,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,1.0,0.25,2,430,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,1.0,0.25,3,476,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,1.0,0.25,4,440,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,1.0,0.5,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,1.0,0.5,2,430,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,1.0,0.5,3,476,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,1.0,0.5,4,440,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,1.0,0.75,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,1.0,0.75,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,1.0,0.75,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,1.0,0.75,4,440,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,
exact_k,cut_level,orientation_degradation,1.0,1.0,1,1054,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,1.0,1.0,2,430,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,1.0,1.0,3,476,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,orientation_degradation,1.0,1.0,4,440,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.25,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.25,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.25,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.5,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.5,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.5,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.75,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.75,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.75,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,1.0,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,1.0,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,1.0,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.0,1.0,4,440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.25,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.25,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.25,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.5,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.5,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.5,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.75,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.75,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.75,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,1.0,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,1.0,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,1.0,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.25,1.0,4,440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.25,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.25,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.25,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.5,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.5,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.5,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.75,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.75,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.75,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,1.0,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,1.0,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,1.0,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.5,1.0,4,440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.25,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.25,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.25,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.5,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.5,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.5,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.75,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.75,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.75,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,1.0,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,1.0,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,1.0,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,0.75,1.0,4,440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.25,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.25,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.25,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.25,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.5,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.5,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.5,3,476,3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.5,4,440,6.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.75,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.75,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.75,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,0.75,4,440,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,1.0,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,1.0,2,430,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,1.0,3,476,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,selector_stress,1.0,1.0,4,440,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,0.25,1,1054,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
exact_k,cut_level,support_delay,0.0,0.25,2,430,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
