motif,site,mode,severity,seed,support_width,before_supported,before_causally_ready,before_operationally_ready,before_strict_commits,before_selected_commits,after_supported,after_causally_ready,after_support_available,after_operationally_ready,after_strict_commits,after_selected_commits,lost_support_certification,lost_causal_reachability,lost_support_availability,lost_operational_readiness,lost_strict_commit,lost_selected_commit,ledger_gate_loss,orientation_gate_loss,selector_stress_loss,finality_depth_before,finality_depth_after,finality_depth_shift,recovery_length,affected_support_vertices,affected_edge_count,added_competitors,intervention_detail,run_seed,nodes,edges,motifs,target_count,support_width_classes_in_seed
renewal_14,14,edge_dropout,0.0,101,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_1,1,edge_dropout,0.0,101,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,removed_edges=[],34,33,47,51,12,"[1, 2, 3, 4]"
renewal_5,5,selector_stress,1.0,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,3,3,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_5:5,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,selector_stress,1.0,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_4:4,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,selector_stress,1.0,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_27:27,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,selector_stress,1.0,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_3:3,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,selector_stress,1.0,103,4,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_16:16,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,selector_stress,1.0,103,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_29:29,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,selector_stress,1.0,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_22:22,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,selector_stress,1.0,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_2:2,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,selector_stress,1.0,103,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_8:8,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,selector_stress,1.0,103,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_13:13,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,selector_stress,1.0,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_20:20,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,selector_stress,1.0,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,3,added_incompatible_competitors=3 domain=channel_selector_stress:renewal_1:1,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,selector_stress,0.75,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,3,3,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_5:5,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,selector_stress,0.75,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_4:4,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,selector_stress,0.75,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_27:27,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,selector_stress,0.75,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_3:3,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,selector_stress,0.75,103,4,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_16:16,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,selector_stress,0.75,103,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_29:29,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,selector_stress,0.75,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_22:22,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,selector_stress,0.75,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_2:2,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,selector_stress,0.75,103,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_8:8,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,selector_stress,0.75,103,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_13:13,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,selector_stress,0.75,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_20:20,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,selector_stress,0.75,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_1:1,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,selector_stress,0.5,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,3,3,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_5:5,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,selector_stress,0.5,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_4:4,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,selector_stress,0.5,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_27:27,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,selector_stress,0.5,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_3:3,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,selector_stress,0.5,103,4,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_16:16,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,selector_stress,0.5,103,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_29:29,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,selector_stress,0.5,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_22:22,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,selector_stress,0.5,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_2:2,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,selector_stress,0.5,103,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_8:8,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,selector_stress,0.5,103,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_13:13,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,selector_stress,0.5,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_20:20,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,selector_stress,0.5,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,2,added_incompatible_competitors=2 domain=channel_selector_stress:renewal_1:1,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,selector_stress,0.25,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,3,3,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_5:5,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,selector_stress,0.25,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_4:4,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,selector_stress,0.25,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_27:27,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,selector_stress,0.25,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_3:3,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,selector_stress,0.25,103,4,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_16:16,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,selector_stress,0.25,103,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_29:29,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,selector_stress,0.25,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_22:22,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,selector_stress,0.25,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_2:2,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,selector_stress,0.25,103,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_8:8,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,selector_stress,0.25,103,3,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,6,6,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_13:13,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,selector_stress,0.25,103,2,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,5,5,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_20:20,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,selector_stress,0.25,103,1,True,True,True,True,True,True,True,True,True,False,True,False,False,False,False,True,False,False,False,True,0,0,0,0,[],0,1,added_incompatible_competitors=1 domain=channel_selector_stress:renewal_1:1,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,selector_stress,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,3,3,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_5:5,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,selector_stress,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_4:4,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,selector_stress,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_27:27,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,selector_stress,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_3:3,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,selector_stress,0.0,103,4,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_16:16,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,selector_stress,0.0,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_29:29,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,selector_stress,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_22:22,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,selector_stress,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_2:2,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,selector_stress,0.0,103,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_8:8,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,selector_stress,0.0,103,3,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,6,6,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_13:13,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_20,20,selector_stress,0.0,103,2,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,5,5,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_20:20,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_1,1,selector_stress,0.0,103,1,True,True,True,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,0,0,0,0,[],0,0,added_incompatible_competitors=0 domain=channel_selector_stress:renewal_1:1,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_5,5,ledger_failure,1.0,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,3,3,0,0,[],0,0,ledger_gate_loss=True probability=1.0,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_4,4,ledger_failure,1.0,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,0,0,0,0,[],0,0,ledger_gate_loss=True probability=1.0,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_27,27,ledger_failure,1.0,103,2,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,5,5,0,0,[],0,0,ledger_gate_loss=True probability=1.0,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_3,3,ledger_failure,1.0,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,5,5,0,0,[],0,0,ledger_gate_loss=True probability=1.0,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_16,16,ledger_failure,1.0,103,4,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,5,5,0,0,[],0,0,ledger_gate_loss=True probability=1.0,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_29,29,ledger_failure,1.0,103,3,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,6,6,0,0,[],0,0,ledger_gate_loss=True probability=1.0,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_22,22,ledger_failure,1.0,103,2,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,5,5,0,0,[],0,0,ledger_gate_loss=True probability=1.0,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_2,2,ledger_failure,1.0,103,1,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,0,0,0,0,[],0,0,ledger_gate_loss=True probability=1.0,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_8,8,ledger_failure,1.0,103,4,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,6,6,0,0,[],0,0,ledger_gate_loss=True probability=1.0,33,33,45,35,12,"[1, 2, 3, 4]"
renewal_13,13,ledger_failure,1.0,103,3,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True,True,False,False,6,6,0,0,[],0,0,ledger_gate_loss=True probability=1.0,33,33,45,35,12,"[1, 2, 3, 4]"
