config_id,keying,family_semantics,threshold_fraction,support_width,family_size,rows,high_rows,low_rows,medium_rows,high_overlap_deficit,low_high_deficit
steps64_targets36_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,3,4,551,0,0,551,1,1
steps64_targets36_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,4,7,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,4,5,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,4,1,593,0,593,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.25,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.25,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.25,3,7,551,0,0,551,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.25,4,15,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.5,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.5,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.5,3,4,551,0,0,551,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.5,4,11,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.75,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.75,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.75,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,0.75,4,5,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,1.0,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,1.0,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,1.0,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,at_least_k,1.0,4,1,593,0,593,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.25,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.25,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.25,3,4,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.25,4,5,593,0,593,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.5,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.5,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.5,3,4,551,0,0,551,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.5,4,7,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.75,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.75,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.75,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,0.75,4,5,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,1.0,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,1.0,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,1.0,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_direction_only,augmented_exact_k,1.0,4,1,593,0,593,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,3,7,551,0,0,551,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,4,15,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,3,4,551,0,0,551,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,4,11,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,4,5,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,4,1,593,0,593,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,3,4,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,4,5,593,0,593,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,3,4,551,0,0,551,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,4,7,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,4,5,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,4,1,593,0,593,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.25,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.25,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.25,3,7,551,0,0,551,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.25,4,15,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.5,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.5,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.5,3,4,551,0,0,551,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.5,4,11,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.75,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.75,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.75,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,0.75,4,5,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,1.0,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,1.0,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,1.0,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,at_least_k,1.0,4,1,593,0,593,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,3,4,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,4,5,593,0,593,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,2,3,576,0,0,576,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,3,4,551,0,0,551,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,4,7,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,4,5,593,0,0,593,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,4,1,593,0,593,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.25,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.25,2,3,576,270,0,306,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.25,3,7,551,222,0,329,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.25,4,15,593,284,0,309,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.5,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.5,2,3,576,270,0,306,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.5,3,4,551,446,0,105,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.5,4,11,593,391,0,202,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.75,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.75,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.75,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,0.75,4,5,593,580,0,13,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,1.0,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,1.0,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,1.0,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,at_least_k,1.0,4,1,593,0,593,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.25,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.25,2,3,576,270,0,306,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.25,3,4,551,142,14,395,0,0
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.25,4,5,593,150,32,411,0,0
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.5,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.5,2,3,576,270,0,306,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.5,3,4,551,446,0,105,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.5,4,7,593,284,0,309,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.75,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.75,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.75,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,0.75,4,5,593,580,0,13,0,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,1.0,1,1,1880,0,1880,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,1.0,2,1,576,0,576,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,1.0,3,1,551,0,551,0,1,1
steps64_targets36_bp0.42_wj0.85,incidence_role_signed,augmented_exact_k,1.0,4,1,593,0,593,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,3,7,417,0,0,417,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,4,15,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,3,4,417,0,0,417,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,4,11,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,4,5,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,4,1,410,0,410,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,3,4,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,4,5,410,0,410,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,3,4,417,0,0,417,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,4,7,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,4,5,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,4,1,410,0,410,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.25,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.25,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.25,3,7,417,0,0,417,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.25,4,15,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.5,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.5,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.5,3,4,417,0,0,417,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.5,4,11,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.75,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.75,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.75,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,0.75,4,5,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,1.0,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,1.0,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,1.0,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,at_least_k,1.0,4,1,410,0,410,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.25,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.25,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.25,3,4,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.25,4,5,410,0,410,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.5,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.5,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.5,3,4,417,0,0,417,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.5,4,7,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.75,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.75,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.75,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,0.75,4,5,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,1.0,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,1.0,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,1.0,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_direction_only,augmented_exact_k,1.0,4,1,410,0,410,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.25,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.25,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.25,3,7,417,0,0,417,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.25,4,15,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.5,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.5,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.5,3,4,417,0,0,417,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.5,4,11,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.75,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.75,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.75,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,0.75,4,5,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,1.0,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,1.0,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,1.0,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,at_least_k,1.0,4,1,410,0,410,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.25,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.25,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.25,3,4,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.25,4,5,410,0,410,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.5,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.5,2,3,419,0,0,419,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.5,3,4,417,0,0,417,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.5,4,7,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.75,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.75,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.75,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,0.75,4,5,410,0,0,410,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,1.0,1,1,2354,0,2354,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,1.0,2,1,419,0,419,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,1.0,3,1,417,0,417,0,1,1
steps64_targets36_bp0.55_wj0.55,edge_pair_signed_no_member,augmented_exact_k,1.0,4,1,410,0,410,0,1,1
