config_id,keying,family_semantics,threshold_fraction,support_width,family_size,rows,high_rows,low_rows,medium_rows,high_overlap_deficit,low_high_deficit
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,0.25,3,7,255,121,0,134,0,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,0.25,4,15,234,124,0,110,0,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,0.5,1,1,1686,0,1686,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,0.5,2,3,225,101,0,124,0,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,0.5,3,4,255,214,0,41,0,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,0.5,4,11,234,170,0,64,0,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,0.75,1,1,1686,0,1686,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,0.75,2,1,225,0,225,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,0.75,3,1,255,0,255,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,0.75,4,5,234,229,0,5,0,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,1.0,1,1,1686,0,1686,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,1.0,2,1,225,0,225,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,1.0,3,1,255,0,255,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,at_least_k,1.0,4,1,234,0,234,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.25,1,1,1686,0,1686,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.25,2,3,225,101,0,124,0,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.25,3,4,255,70,2,183,0,0
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.25,4,5,234,71,11,152,0,0
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.5,1,1,1686,0,1686,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.5,2,3,225,101,0,124,0,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.5,3,4,255,214,0,41,0,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.5,4,7,234,124,0,110,0,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.75,1,1,1686,0,1686,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.75,2,1,225,0,225,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.75,3,1,255,0,255,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,0.75,4,5,234,229,0,5,0,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,1.0,1,1,1686,0,1686,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,1.0,2,1,225,0,225,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,1.0,3,1,255,0,255,0,1,1
steps32_targets24_bp0.35_wj0.72,incidence_role_signed,augmented_exact_k,1.0,4,1,234,0,234,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.25,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.25,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.25,3,7,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.25,4,15,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.5,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.5,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.5,3,4,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.5,4,11,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.75,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.75,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.75,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,0.75,4,5,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,1.0,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,1.0,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,1.0,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,at_least_k,1.0,4,1,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.25,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.25,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.25,3,4,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.25,4,5,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,3,4,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.5,4,7,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,0.75,4,5,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,catalog_augmented_edge_pair,augmented_exact_k,1.0,4,1,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.25,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.25,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.25,3,7,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.25,4,15,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.5,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.5,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.5,3,4,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.5,4,11,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.75,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.75,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.75,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,0.75,4,5,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,1.0,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,1.0,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,1.0,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,at_least_k,1.0,4,1,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.25,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.25,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.25,3,4,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.25,4,5,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.5,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.5,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.5,3,4,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.5,4,7,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.75,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.75,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.75,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,0.75,4,5,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,1.0,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,1.0,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,1.0,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_direction_only,augmented_exact_k,1.0,4,1,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,3,7,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.25,4,15,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,3,4,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.5,4,11,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,0.75,4,5,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,at_least_k,1.0,4,1,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,3,4,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.25,4,5,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,3,4,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.5,4,7,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,0.75,4,5,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,edge_pair_signed_no_member,augmented_exact_k,1.0,4,1,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.25,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.25,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.25,3,7,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.25,4,15,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.5,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.5,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.5,3,4,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.5,4,11,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.75,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.75,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.75,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,0.75,4,5,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,1.0,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,1.0,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,1.0,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,at_least_k,1.0,4,1,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,3,4,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.25,4,5,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,2,3,233,0,0,233,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,3,4,256,0,0,256,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.5,4,7,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,0.75,4,5,260,0,0,260,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,graph_cut_member_index_free,augmented_exact_k,1.0,4,1,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.25,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.25,2,3,233,118,0,115,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.25,3,7,256,132,0,124,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.25,4,15,260,148,0,112,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.5,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.5,2,3,233,118,0,115,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.5,3,4,256,221,0,35,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.5,4,11,260,192,0,68,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.75,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.75,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.75,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,0.75,4,5,260,256,0,4,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,1.0,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,1.0,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,1.0,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,at_least_k,1.0,4,1,260,0,260,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.25,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.25,2,3,233,118,0,115,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.25,3,4,256,85,0,171,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.25,4,5,260,81,9,170,0,0
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.5,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.5,2,3,233,118,0,115,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.5,3,4,256,221,0,35,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.5,4,7,260,148,0,112,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.75,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.75,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.75,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,0.75,4,5,260,256,0,4,0,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,1.0,1,1,1651,0,1651,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,1.0,2,1,233,0,233,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,1.0,3,1,256,0,256,0,1,1
steps32_targets24_bp0.35_wj0.85,incidence_role_signed,augmented_exact_k,1.0,4,1,260,0,260,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,2,3,198,0,0,198,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,3,7,199,0,0,199,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.25,4,15,193,0,0,193,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,2,3,198,0,0,198,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,3,4,199,0,0,199,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.5,4,11,193,0,0,193,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,2,1,198,0,198,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,3,1,199,0,199,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,0.75,4,5,193,0,0,193,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,2,1,198,0,198,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,3,1,199,0,199,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,at_least_k,1.0,4,1,193,0,193,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,2,3,198,0,0,198,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,3,4,199,0,199,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.25,4,5,193,0,193,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,2,3,198,0,0,198,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,3,4,199,0,0,199,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.5,4,7,193,0,0,193,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,2,1,198,0,198,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,3,1,199,0,199,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,0.75,4,5,193,0,0,193,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,2,1,198,0,198,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,3,1,199,0,199,0,1,1
steps32_targets24_bp0.42_wj0.55,catalog_augmented_edge_pair,augmented_exact_k,1.0,4,1,193,0,193,0,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.25,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.25,2,3,198,0,0,198,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.25,3,7,199,0,0,199,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.25,4,15,193,0,0,193,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.5,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.5,2,3,198,0,0,198,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.5,3,4,199,0,0,199,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.5,4,11,193,0,0,193,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.75,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.75,2,1,198,0,198,0,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.75,3,1,199,0,199,0,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,0.75,4,5,193,0,0,193,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,1.0,1,1,1810,0,1810,0,1,1
steps32_targets24_bp0.42_wj0.55,edge_direction_only,at_least_k,1.0,2,1,198,0,198,0,1,1
