measure,seed,run_seed,step_idx,v,N1,N2,N3,N4,V4,S,parent_size,orig_parent_size,frontier_parent_size,n_admitted_parent_subsets,n_admitted_unique_closures,n_admitted_unique_profiles,mu_v4
closure_uniform,chain2,20,2,4,1,1,0,0,2,9,1,1,1,5,3,3,1.1041475573
closure_uniform,chain2,20,3,5,1,1,0,0,2,9,1,1,1,5,3,3,1.1041475573
closure_uniform,chain2,20,4,6,1,1,0,0,2,9,1,1,1,5,3,3,1.1041475573
closure_uniform,chain2,20,5,7,1,1,0,0,2,9,1,1,1,9,5,5,1.1041475573
closure_uniform,chain2,20,6,8,1,1,0,0,2,9,1,1,1,21,11,5,1.1041475573
closure_uniform,chain2,20,7,9,2,1,0,0,3,8,2,2,2,45,23,5,1.4006773518
closure_uniform,chain2,20,8,10,4,0,0,1,5,5,4,4,4,103,44,8,1.8312368960
closure_uniform,chain2,20,9,11,4,1,0,0,5,6,4,4,4,233,52,14,1.8312368960
closure_uniform,chain2,20,10,12,3,0,0,1,4,6,3,3,3,409,58,19,1.6354633478
closure_uniform,chain2,20,11,13,4,0,0,1,5,5,4,4,4,631,73,27,1.8312368960
closure_uniform,chain2,20,12,14,1,1,0,0,2,9,1,1,1,818,85,29,1.1041475573
closure_uniform,chain2,20,13,15,3,3,2,1,9,1,3,3,3,1111,154,34,2.4039086666
closure_uniform,chain2,20,14,16,2,4,0,0,6,35,2,2,2,1190,156,36,2.0000000000
closure_uniform,chain2,20,15,17,3,1,0,1,5,15,3,3,3,1407,171,46,1.8312368960
closure_uniform,chain2,20,16,18,3,0,0,1,4,6,3,3,3,1906,216,61,1.6354633478
closure_uniform,chain2,20,17,19,0,0,0,0,0,1,0,0,0,2313,273,62,0.0000000000
closure_uniform,chain2,20,18,20,4,2,1,4,11,31,4,4,4,2845,424,67,2.6187070833
closure_uniform,chain2,20,19,21,4,3,1,0,8,8,4,4,4,3941,454,73,2.2824720047
closure_uniform,chain2,20,20,22,3,1,0,1,5,15,3,3,3,4947,509,99,1.8312368960
closure_uniform,chain2,20,21,23,3,4,2,0,9,2,3,3,3,6234,662,115,2.4039086666
closure_uniform,chain2,20,22,24,1,4,0,0,5,36,1,1,1,6542,672,115,1.8312368960
closure_uniform,chain2,20,23,25,4,4,1,2,11,33,4,4,4,7623,875,130,2.6187070833
closure_uniform,chain2,20,24,26,3,3,0,0,6,25,3,3,3,8416,892,133,2.0000000000
closure_uniform,chain2,20,25,27,4,4,2,2,12,17,4,4,4,9696,1046,144,2.7149954922
closure_uniform,chain2,21,1,3,1,1,0,0,2,9,1,1,1,3,2,2,1.1041475573
closure_uniform,chain2,21,2,4,0,0,0,0,0,1,0,0,0,3,2,2,0.0000000000
closure_uniform,chain2,21,3,5,1,1,0,0,2,9,1,1,1,5,3,3,1.1041475573
closure_uniform,chain2,21,4,6,1,1,0,0,2,9,1,1,1,5,3,3,1.1041475573
closure_uniform,chain2,21,5,7,4,0,0,1,5,5,4,4,4,9,5,5,1.8312368960
closure_uniform,chain2,21,6,8,1,4,0,0,5,36,1,1,1,51,6,6,1.8312368960
closure_uniform,chain2,21,7,9,3,0,0,1,4,6,3,3,3,51,6,6,1.6354633478
closure_uniform,chain2,21,8,10,2,1,1,3,7,16,2,2,2,122,9,9,2.1488813703
closure_uniform,chain2,21,9,11,4,0,0,1,5,5,4,4,4,252,10,10,1.8312368960
closure_uniform,chain2,21,10,12,2,1,1,3,7,16,2,2,2,384,15,14,2.1488813703
closure_uniform,chain2,21,11,13,3,0,0,1,4,6,3,3,3,560,17,14,1.6354633478
closure_uniform,chain2,21,12,14,2,3,0,0,5,26,2,2,2,753,27,17,1.8312368960
closure_uniform,chain2,21,13,15,2,2,1,0,5,1,2,2,2,905,36,22,1.8312368960
closure_uniform,chain2,21,14,16,2,1,1,3,7,16,2,2,2,1076,42,27,2.1488813703
closure_uniform,chain2,21,15,17,4,2,0,0,6,15,4,4,4,1606,56,35,2.0000000000
closure_uniform,chain2,21,16,18,0,0,0,0,0,1,0,0,0,2208,64,37,0.0000000000
closure_uniform,chain2,21,17,19,2,2,1,1,6,9,2,2,2,2736,117,54,2.0000000000
closure_uniform,chain2,21,18,20,3,2,0,2,7,32,3,3,3,3304,134,62,2.1488813703
closure_uniform,chain2,21,19,21,3,3,1,0,7,9,3,3,3,3630,141,66,2.1488813703
closure_uniform,chain2,21,20,22,3,2,0,0,5,16,3,3,3,3956,144,69,1.8312368960
closure_uniform,chain2,21,21,23,2,2,1,2,7,17,2,2,2,4932,190,74,2.1488813703
closure_uniform,chain2,21,22,24,2,3,1,2,8,26,2,2,2,5321,211,81,2.2824720047
closure_uniform,chain2,21,23,25,3,4,0,2,9,50,3,3,3,6320,262,88,2.4039086666
closure_uniform,chain2,21,24,26,1,4,0,0,5,36,1,1,1,6742,269,89,1.8312368960
closure_uniform,chain2,21,25,27,3,3,1,1,8,17,3,3,3,7905,420,98,2.2824720047
closure_uniform,chain2,22,1,3,0,0,0,0,0,1,0,0,0,3,2,2,0.0000000000
closure_uniform,chain2,22,2,4,0,0,0,0,0,1,0,0,0,5,3,3,0.0000000000
closure_uniform,chain2,22,3,5,2,1,0,0,3,8,2,2,2,9,5,4,1.4006773518
closure_uniform,chain2,22,4,6,0,0,0,0,0,1,0,0,0,24,7,6,0.0000000000
closure_uniform,chain2,22,5,7,2,1,0,0,3,8,2,2,2,38,12,7,1.4006773518
closure_uniform,chain2,22,6,8,0,0,0,0,0,1,0,0,0,76,17,9,0.0000000000
closure_uniform,chain2,22,7,9,3,1,0,0,4,7,3,3,3,107,28,10,1.6354633478
closure_uniform,chain2,22,8,10,1,3,1,0,5,11,1,1,1,178,36,15,1.8312368960
closure_uniform,chain2,22,9,11,1,2,1,0,4,2,1,1,1,215,42,18,1.6354633478
closure_uniform,chain2,22,10,12,2,1,0,0,3,8,2,2,2,273,48,18,1.4006773518
closure_uniform,chain2,22,11,13,2,3,1,0,6,10,2,2,2,415,78,26,2.0000000000
closure_uniform,chain2,22,12,14,1,2,1,0,4,2,1,1,1,585,94,34,1.6354633478
closure_uniform,chain2,22,13,15,4,2,0,1,7,23,4,4,4,779,135,45,2.1488813703
closure_uniform,chain2,22,14,16,2,3,2,1,8,2,2,2,2,1089,140,50,2.2824720047
closure_uniform,chain2,22,15,17,4,2,1,1,8,7,4,4,4,1252,150,55,2.2824720047
closure_uniform,chain2,22,16,18,4,2,2,3,11,7,4,4,4,1696,175,68,2.6187070833
closure_uniform,chain2,22,17,19,3,2,1,1,7,8,3,3,3,2530,178,69,2.1488813703
closure_uniform,chain2,22,18,20,4,2,1,1,8,7,4,4,4,3256,218,78,2.2824720047
closure_uniform,chain2,22,19,21,3,2,1,2,8,16,3,3,3,4153,245,81,2.2824720047
closure_uniform,chain2,22,20,22,4,3,1,1,9,16,4,4,4,5173,283,85,2.4039086666
closure_uniform,chain2,22,21,23,4,3,1,2,10,24,4,4,4,5574,291,88,2.5154334638
closure_uniform,chain2,22,22,24,3,3,1,2,9,25,3,3,3,6401,338,96,2.4039086666
closure_uniform,chain2,22,23,25,3,3,0,4,10,57,3,3,3,7364,376,102,2.5154334638
closure_uniform,chain2,22,24,26,3,3,2,2,10,9,3,3,3,7386,378,103,2.5154334638
closure_uniform,chain2,22,25,27,4,2,1,1,8,7,4,4,4,7875,388,105,2.2824720047
closure_uniform,chain2,23,1,3,1,1,0,0,2,9,1,1,1,3,2,2,1.1041475573
closure_uniform,chain2,23,2,4,0,0,0,0,0,1,0,0,0,3,2,2,0.0000000000
closure_uniform,chain2,23,3,5,2,1,0,0,3,8,2,2,2,5,3,3,1.4006773518
closure_uniform,chain2,23,4,6,1,2,1,0,4,2,1,1,1,13,4,4,1.6354633478
closure_uniform,chain2,23,5,7,1,2,1,0,4,2,1,1,1,13,4,4,1.6354633478
closure_uniform,chain2,23,6,8,0,0,0,0,0,1,0,0,0,13,4,4,0.0000000000
closure_uniform,chain2,23,7,9,2,1,0,0,3,8,2,2,2,24,7,6,1.4006773518
closure_uniform,chain2,23,8,10,1,2,1,0,4,2,1,1,1,87,13,8,1.6354633478
closure_uniform,chain2,23,9,11,1,2,1,0,4,2,1,1,1,111,18,11,1.6354633478
closure_uniform,chain2,23,10,12,4,0,0,1,5,5,4,4,4,127,19,11,1.8312368960
closure_uniform,chain2,23,11,13,2,2,1,1,6,9,2,2,2,359,23,15,2.0000000000
closure_uniform,chain2,23,12,14,2,5,1,0,8,28,2,2,2,518,33,20,2.2824720047
closure_uniform,chain2,23,13,15,2,2,1,1,6,9,2,2,2,518,33,20,2.0000000000
closure_uniform,chain2,23,14,16,3,2,0,1,6,24,3,3,3,689,45,22,2.0000000000
closure_uniform,chain2,23,15,17,2,2,1,1,6,9,2,2,2,918,68,27,2.0000000000
closure_uniform,chain2,23,16,18,2,2,1,1,6,9,2,2,2,1369,94,38,2.0000000000
closure_uniform,chain2,23,17,19,3,2,0,2,7,32,3,3,3,1773,140,42,2.1488813703
closure_uniform,chain2,23,18,20,3,2,0,2,7,32,3,3,3,2155,153,46,2.1488813703
closure_uniform,chain2,23,19,21,4,2,0,1,7,23,4,4,4,2676,178,56,2.1488813703
closure_uniform,chain2,23,20,22,3,2,0,2,7,32,3,3,3,3820,204,65,2.1488813703
closure_uniform,chain2,23,21,23,4,3,0,1,8,32,4,4,4,4470,230,71,2.2824720047
closure_uniform,chain2,23,22,24,2,1,0,0,3,8,2,2,2,4854,247,78,1.4006773518
closure_uniform,chain2,23,23,25,4,3,1,2,10,24,4,4,4,5838,399,94,2.5154334638
closure_uniform,chain2,23,24,26,4,4,2,1,11,9,4,4,4,6729,418,99,2.6187070833
closure_uniform,chain2,23,25,27,3,2,0,2,7,32,3,3,3,7913,438,107,2.1488813703
closure_uniform,chain2,24,1,3,0,0,0,0,0,1,0,0,0,3,2,2,0.0000000000
closure_uniform,chain2,24,2,4,1,1,0,0,2,9,1,1,1,5,3,3,1.1041475573
closure_uniform,chain2,24,3,5,2,1,0,0,3,8,2,2,2,5,3,3,1.4006773518
closure_uniform,chain2,24,4,6,1,1,0,0,2,9,1,1,1,13,4,4,1.1041475573
closure_uniform,chain2,24,5,7,0,0,0,0,0,1,0,0,0,17,5,5,0.0000000000
closure_uniform,chain2,24,6,8,0,0,0,0,0,1,0,0,0,29,9,8,0.0000000000
closure_uniform,chain2,24,7,9,1,2,1,0,4,2,1,1,1,44,15,9,1.6354633478
closure_uniform,chain2,24,8,10,3,1,0,0,4,7,3,3,3,44,15,9,1.6354633478
closure_uniform,chain2,24,9,11,3,1,0,0,4,7,3,3,3,174,31,20,1.6354633478
closure_uniform,chain2,24,10,12,3,2,1,1,7,8,3,3,3,296,51,23,2.1488813703
closure_uniform,chain2,24,11,13,2,3,1,1,7,18,2,2,2,425,58,30,2.1488813703
closure_uniform,chain2,24,12,14,3,2,0,1,6,24,3,3,3,471,59,31,2.0000000000
closure_uniform,chain2,24,13,15,3,3,1,0,7,9,3,3,3,673,65,35,2.1488813703
closure_uniform,chain2,24,14,16,3,2,1,1,7,8,3,3,3,809,72,36,2.1488813703
closure_uniform,chain2,24,15,17,1,3,1,0,5,11,1,1,1,1188,89,42,1.8312368960
closure_uniform,chain2,24,16,18,2,2,1,2,7,17,2,2,2,1527,125,54,2.1488813703
closure_uniform,chain2,24,17,19,3,4,1,1,9,26,3,3,3,2114,155,63,2.4039086666
closure_uniform,chain2,24,18,20,2,2,0,2,6,33,2,2,2,2389,168,68,2.0000000000
closure_uniform,chain2,24,19,21,1,3,2,1,7,3,1,1,1,2931,220,75,2.1488813703
closure_uniform,chain2,24,20,22,4,2,1,2,9,15,4,4,4,3366,282,79,2.4039086666
closure_uniform,chain2,24,21,23,4,5,0,1,10,50,4,4,4,4891,331,93,2.5154334638
closure_uniform,chain2,24,22,24,4,2,1,3,10,23,4,4,4,5102,333,95,2.5154334638
closure_uniform,chain2,24,23,25,2,2,0,2,6,33,2,2,2,6785,364,100,2.0000000000
closure_uniform,chain2,24,24,26,3,2,1,2,8,16,3,3,3,7884,500,113,2.2824720047
closure_uniform,chain2,24,25,27,4,3,1,1,9,16,4,4,4,9485,581,116,2.4039086666
closure_uniform,chain2,25,1,3,0,0,0,0,0,1,0,0,0,3,2,2,0.0000000000
closure_uniform,chain2,25,2,4,0,0,0,0,0,1,0,0,0,5,3,3,0.0000000000
closure_uniform,chain2,25,3,5,3,1,0,0,4,7,3,3,3,9,5,4,1.6354633478
closure_uniform,chain2,25,4,6,1,3,1,0,5,11,1,1,1,24,6,5,1.8312368960
closure_uniform,chain2,25,5,7,3,1,0,0,4,7,3,3,3,24,6,5,1.6354633478
closure_uniform,chain2,25,6,8,1,1,0,0,2,9,1,1,1,55,8,6,1.1041475573
closure_uniform,chain2,25,7,9,3,1,0,2,6,23,3,3,3,83,11,8,2.0000000000
closure_uniform,chain2,25,8,10,1,3,1,0,5,11,1,1,1,176,12,8,1.8312368960
closure_uniform,chain2,25,9,11,2,1,0,3,6,32,2,2,2,251,16,10,2.0000000000
closure_uniform,chain2,25,10,12,2,1,0,3,6,32,2,2,2,427,21,15,2.0000000000
closure_uniform,chain2,25,11,13,1,3,1,0,5,11,1,1,1,613,27,16,1.8312368960
closure_uniform,chain2,25,12,14,3,2,0,1,6,24,3,3,3,834,47,23,2.0000000000
closure_uniform,chain2,25,13,15,2,1,0,3,6,32,2,2,2,901,49,25,2.0000000000
closure_uniform,chain2,25,14,16,1,3,1,0,5,11,1,1,1,1246,72,29,1.8312368960
closure_uniform,chain2,25,15,17,3,2,1,1,7,8,3,3,3,1352,79,34,2.1488813703
closure_uniform,chain2,25,16,18,2,0,1,3,6,7,2,2,2,1942,89,39,2.0000000000
closure_uniform,chain2,25,17,19,4,2,1,1,8,7,4,4,4,2557,123,50,2.2824720047
closure_uniform,chain2,25,18,20,2,3,2,2,9,10,2,2,2,3482,135,56,2.4039086666
closure_uniform,chain2,25,19,21,3,2,1,3,9,24,3,3,3,3913,143,58,2.4039086666
closure_uniform,chain2,25,20,22,2,1,0,3,6,32,2,2,2,5093,152,59,2.0000000000
closure_uniform,chain2,25,21,23,3,4,0,0,7,34,3,3,3,6014,237,64,2.1488813703
closure_uniform,chain2,25,22,24,4,2,1,2,9,15,4,4,4,7098,277,73,2.4039086666
closure_uniform,chain2,25,23,25,4,3,1,2,10,24,4,4,4,8354,292,79,2.5154334638
closure_uniform,chain2,25,24,26,3,3,1,2,9,25,3,3,3,8587,295,80,2.4039086666
closure_uniform,chain2,25,25,27,4,2,0,0,6,15,4,4,4,10077,330,93,2.0000000000
closure_uniform,chain2,26,1,3,0,0,0,0,0,1,0,0,0,3,2,2,0.0000000000
closure_uniform,chain2,26,2,4,0,0,0,0,0,1,0,0,0,5,3,3,0.0000000000
closure_uniform,chain2,26,3,5,1,1,0,0,2,9,1,1,1,9,5,4,1.1041475573
closure_uniform,chain2,26,4,6,2,1,0,0,3,8,2,2,2,9,5,4,1.4006773518
closure_uniform,chain2,26,5,7,2,1,0,0,3,8,2,2,2,24,7,6,1.4006773518
closure_uniform,chain2,26,6,8,3,1,0,0,4,7,3,3,3,39,9,6,1.6354633478
closure_uniform,chain2,26,7,9,4,1,0,1,6,14,4,4,4,71,13,10,2.0000000000
closure_uniform,chain2,26,8,10,1,3,1,0,5,11,1,1,1,164,14,11,1.8312368960
closure_uniform,chain2,26,9,11,0,0,0,0,0,1,0,0,0,233,17,13,0.0000000000
closure_uniform,chain2,26,10,12,3,1,1,2,7,7,3,3,3,329,30,20,2.1488813703
closure_uniform,chain2,26,11,13,2,4,1,1,8,27,2,2,2,561,35,22,2.2824720047
closure_uniform,chain2,26,12,14,3,1,0,0,4,7,3,3,3,561,35,22,1.6354633478
closure_uniform,chain2,26,13,15,1,3,1,1,6,19,1,1,1,779,62,30,2.0000000000
closure_uniform,chain2,26,14,16,4,3,1,0,8,8,4,4,4,858,64,32,2.2824720047
closure_uniform,chain2,26,15,17,4,1,0,1,6,14,4,4,4,1043,67,35,2.0000000000
closure_uniform,chain2,26,16,18,3,1,0,3,7,31,3,3,3,1539,78,42,2.1488813703
closure_uniform,chain2,26,17,19,2,2,1,1,6,9,2,2,2,2210,100,52,2.0000000000
closure_uniform,chain2,26,18,20,2,3,1,0,6,10,2,2,2,2656,143,72,2.0000000000
closure_uniform,chain2,26,19,21,3,2,1,3,9,24,3,3,3,2991,169,79,2.4039086666
closure_uniform,chain2,26,20,22,1,2,1,0,4,2,1,1,1,4205,180,82,1.6354633478
closure_uniform,chain2,26,21,23,3,1,0,1,5,15,3,3,3,4973,283,96,1.8312368960
closure_uniform,chain2,26,22,24,0,0,0,0,0,1,0,0,0,6094,370,116,0.0000000000
closure_uniform,chain2,26,23,25,4,2,1,4,11,31,4,4,4,7181,573,132,2.6187070833
closure_uniform,chain2,26,24,26,4,2,0,2,8,31,4,4,4,9229,605,137,2.2824720047
closure_uniform,chain2,26,25,27,4,3,1,0,8,8,4,4,4,11428,766,161,2.2824720047
closure_uniform,chain2,27,1,3,1,1,0,0,2,9,1,1,1,3,2,2,1.1041475573
closure_uniform,chain2,27,2,4,1,1,0,0,2,9,1,1,1,3,2,2,1.1041475573
closure_uniform,chain2,27,3,5,0,0,0,0,0,1,0,0,0,3,2,2,0.0000000000
closure_uniform,chain2,27,4,6,0,0,0,0,0,1,0,0,0,5,3,3,0.0000000000
closure_uniform,chain2,27,5,7,2,1,0,0,3,8,2,2,2,9,5,4,1.4006773518
closure_uniform,chain2,27,6,8,1,2,1,0,4,2,1,1,1,29,9,8,1.6354633478
closure_uniform,chain2,27,7,9,2,1,0,0,3,8,2,2,2,29,9,8,1.4006773518
closure_uniform,chain2,27,8,10,3,2,0,1,6,24,3,3,3,87,18,11,2.0000000000
closure_uniform,chain2,27,9,11,4,2,0,0,6,15,4,4,4,87,18,11,2.0000000000
closure_uniform,chain2,27,10,12,2,2,1,1,6,9,2,2,2,217,20,13,2.0000000000
closure_uniform,chain2,27,11,13,3,1,0,0,4,7,3,3,3,281,25,17,1.6354633478
closure_uniform,chain2,27,12,14,1,2,1,0,4,2,1,1,1,483,45,28,1.6354633478
closure_uniform,chain2,27,13,15,4,1,1,2,8,6,4,4,4,614,64,29,2.2824720047
closure_uniform,chain2,27,14,16,3,1,0,1,5,15,3,3,3,1084,68,32,1.8312368960
closure_uniform,chain2,27,15,17,4,2,0,2,8,31,4,4,4,1481,93,45,2.2824720047
closure_uniform,chain2,27,16,18,3,4,0,1,8,42,3,3,3,2178,114,53,2.2824720047
closure_uniform,chain2,27,17,19,2,1,0,0,3,8,2,2,2,2178,114,53,1.4006773518
closure_uniform,chain2,27,18,20,4,3,1,0,8,8,4,4,4,2789,204,70,2.2824720047
closure_uniform,chain2,27,19,21,4,4,0,1,9,41,4,4,4,3409,222,80,2.4039086666
closure_uniform,chain2,27,20,22,4,3,1,1,9,16,4,4,4,3563,223,81,2.4039086666
closure_uniform,chain2,27,21,23,2,4,3,2,11,3,2,2,2,4320,251,87,2.6187070833
closure_uniform,chain2,27,22,24,2,4,1,1,8,27,2,2,2,4954,258,92,2.2824720047
closure_uniform,chain2,27,23,25,4,1,1,2,8,6,4,4,4,5591,281,104,2.2824720047
closure_uniform,chain2,27,24,26,4,2,0,1,7,23,4,4,4,6809,347,122,2.1488813703
closure_uniform,chain2,27,25,27,3,6,1,0,10,36,3,3,3,8319,444,131,2.5154334638
closure_uniform,chain2,28,1,3,0,0,0,0,0,1,0,0,0,3,2,2,0.0000000000
closure_uniform,chain2,28,2,4,2,1,0,0,3,8,2,2,2,5,3,3,1.4006773518
closure_uniform,chain2,28,3,5,1,2,1,0,4,2,1,1,1,13,4,4,1.6354633478
closure_uniform,chain2,28,4,6,0,0,0,0,0,1,0,0,0,13,4,4,0.0000000000
closure_uniform,chain2,28,5,7,0,0,0,0,0,1,0,0,0,24,7,6,0.0000000000
closure_uniform,chain2,28,6,8,3,1,0,0,4,7,3,3,3,38,12,7,1.6354633478
closure_uniform,chain2,28,7,9,2,1,0,0,3,8,2,2,2,86,16,11,1.4006773518
closure_uniform,chain2,28,8,10,2,2,1,0,5,1,2,2,2,175,26,15,1.8312368960
closure_uniform,chain2,28,9,11,3,2,0,2,7,32,3,3,3,255,33,17,2.1488813703
closure_uniform,chain2,28,10,12,1,2,1,0,4,2,1,1,1,301,35,19,1.6354633478
closure_uniform,chain2,28,11,13,2,2,0,2,6,33,2,2,2,409,41,22,2.0000000000
closure_uniform,chain2,28,12,14,2,2,1,0,5,1,2,2,2,465,45,24,1.8312368960
closure_uniform,chain2,28,13,15,2,2,1,1,6,9,2,2,2,639,57,28,2.0000000000
closure_uniform,chain2,28,14,16,4,3,0,1,8,32,4,4,4,937,73,32,2.2824720047
closure_uniform,chain2,28,15,17,3,2,1,1,7,8,3,3,3,1043,74,33,2.1488813703
closure_uniform,chain2,28,16,18,3,3,1,0,7,9,3,3,3,1544,98,42,2.1488813703
closure_uniform,chain2,28,17,19,3,2,1,2,8,16,3,3,3,1908,105,45,2.2824720047
closure_uniform,chain2,28,18,20,2,3,2,1,8,2,2,2,2,2572,129,53,2.2824720047
closure_uniform,chain2,28,19,21,3,2,1,2,8,16,3,3,3,3036,150,58,2.2824720047
closure_uniform,chain2,28,20,22,3,2,1,1,7,8,3,3,3,4216,158,59,2.1488813703
closure_uniform,chain2,28,21,23,4,3,0,3,10,48,4,4,4,5043,248,77,2.5154334638
closure_uniform,chain2,28,22,24,2,2,0,2,6,33,2,2,2,5447,251,79,2.0000000000
closure_uniform,chain2,28,23,25,2,3,2,1,8,2,2,2,2,6258,320,87,2.2824720047
closure_uniform,chain2,28,24,26,4,4,1,0,9,17,4,4,4,7379,393,99,2.4039086666
closure_uniform,chain2,28,25,27,3,3,0,3,9,49,3,3,3,8307,435,107,2.4039086666
closure_uniform,chain2,29,1,3,1,1,0,0,2,9,1,1,1,3,2,2,1.1041475573
closure_uniform,chain2,29,2,4,1,1,0,0,2,9,1,1,1,3,2,2,1.1041475573
closure_uniform,chain2,29,3,5,1,1,0,0,2,9,1,1,1,3,2,2,1.1041475573
closure_uniform,chain2,29,4,6,1,1,0,0,2,9,1,1,1,6,3,3,1.1041475573
closure_uniform,chain2,29,5,7,1,1,0,0,2,9,1,1,1,15,6,3,1.1041475573
closure_uniform,chain2,29,6,8,0,0,0,0,0,1,0,0,0,33,12,3,0.0000000000
closure_uniform,chain2,29,7,9,1,1,0,0,2,9,1,1,1,45,23,5,1.1041475573
closure_uniform,chain2,29,8,10,3,0,0,1,4,6,3,3,3,85,43,5,1.6354633478
closure_uniform,chain2,29,9,11,3,3,0,0,6,25,3,3,3,215,58,9,2.0000000000
closure_uniform,chain2,29,10,12,3,0,0,1,4,6,3,3,3,215,58,9,1.6354633478
closure_uniform,chain2,29,11,13,2,3,0,0,5,26,2,2,2,382,74,10,1.8312368960
closure_uniform,chain2,29,12,14,1,1,0,0,2,9,1,1,1,449,78,13,1.1041475573
closure_uniform,chain2,29,13,15,4,3,0,0,7,24,4,4,4,613,133,13,2.1488813703
closure_uniform,chain2,29,14,16,1,3,0,0,4,27,1,1,1,838,140,20,1.6354633478
closure_uniform,chain2,29,15,17,2,3,0,0,5,26,2,2,2,1169,179,37,1.8312368960
closure_uniform,chain2,29,16,18,4,0,0,1,5,5,4,4,4,1421,207,44,1.8312368960
closure_uniform,chain2,29,17,19,3,5,1,0,9,27,3,3,3,2052,262,74,2.4039086666
closure_uniform,chain2,29,18,20,3,5,0,0,8,43,3,3,3,2348,277,81,2.2824720047
closure_uniform,chain2,29,19,21,3,2,2,3,10,8,3,3,3,2673,290,88,2.5154334638
closure_uniform,chain2,29,20,22,3,4,1,2,10,34,3,3,3,3958,313,96,2.5154334638
closure_uniform,chain2,29,21,23,3,3,2,3,11,17,3,3,3,4751,333,98,2.6187070833
closure_uniform,chain2,29,22,24,2,3,0,0,5,26,2,2,2,5720,374,100,1.8312368960
closure_uniform,chain2,29,23,25,3,5,2,1,11,19,3,3,3,6813,497,106,2.6187070833
closure_uniform,chain2,29,24,26,4,0,0,1,5,5,4,4,4,8066,573,112,1.8312368960
closure_uniform,chain2,29,25,27,4,2,1,2,9,15,4,4,4,9961,799,127,2.4039086666
closure_uniform,chain2,30,1,3,0,0,0,0,0,1,0,0,0,3,2,2,0.0000000000
closure_uniform,chain2,30,2,4,0,0,0,0,0,1,0,0,0,5,3,3,0.0000000000
closure_uniform,chain2,30,3,5,3,1,0,0,4,7,3,3,3,9,5,4,1.6354633478
closure_uniform,chain2,30,4,6,1,1,0,0,2,9,1,1,1,24,6,5,1.1041475573
closure_uniform,chain2,30,5,7,1,1,0,0,2,9,1,1,1,35,7,6,1.1041475573
closure_uniform,chain2,30,6,8,2,1,0,0,3,8,2,2,2,51,9,7,1.4006773518
closure_uniform,chain2,30,7,9,1,2,1,0,4,2,1,1,1,71,13,11,1.6354633478
closure_uniform,chain2,30,8,10,1,1,0,0,2,9,1,1,1,100,17,13,1.1041475573
closure_uniform,chain2,30,9,11,4,2,0,1,7,23,4,4,4,146,32,17,2.1488813703
closure_uniform,chain2,30,10,12,4,0,0,1,5,5,4,4,4,322,34,19,1.8312368960
closure_uniform,chain2,30,11,13,1,3,1,0,5,11,1,1,1,498,43,27,1.8312368960
closure_uniform,chain2,30,12,14,2,1,1,2,6,8,2,2,2,648,50,33,2.0000000000
closure_uniform,chain2,30,13,15,1,4,2,0,7,4,1,1,1,970,63,41,2.1488813703
closure_uniform,chain2,30,14,16,3,0,0,1,4,6,3,3,3,1062,66,44,1.6354633478
closure_uniform,chain2,30,15,17,2,1,0,0,3,8,2,2,2,1466,87,52,1.4006773518
closure_uniform,chain2,30,16,18,2,1,1,2,6,8,2,2,2,1854,148,65,2.0000000000
closure_uniform,chain2,30,17,19,2,2,1,1,6,9,2,2,2,2500,190,72,2.0000000000
closure_uniform,chain2,30,18,20,3,2,0,1,6,24,3,3,3,2986,247,86,2.0000000000
closure_uniform,chain2,30,19,21,3,5,0,1,9,51,3,3,3,3405,303,96,2.4039086666
closure_uniform,chain2,30,20,22,4,4,1,2,11,33,4,4,4,3638,322,101,2.6187070833
closure_uniform,chain2,30,21,23,4,2,0,0,6,15,4,4,4,4195,339,106,2.0000000000
closure_uniform,chain2,30,22,24,2,2,2,4,10,17,2,2,2,5343,439,113,2.5154334638
closure_uniform,chain2,30,23,25,2,2,1,1,6,9,2,2,2,7233,492,119,2.0000000000
closure_uniform,chain2,30,24,26,4,1,1,4,10,22,4,4,4,8387,586,127,2.5154334638
closure_uniform,chain2,30,25,27,3,3,2,2,10,9,3,3,3,10775,621,138,2.5154334638
closure_uniform,chain2,31,1,3,1,1,0,0,2,9,1,1,1,3,2,2,1.1041475573
closure_uniform,chain2,31,2,4,0,0,0,0,0,1,0,0,0,3,2,2,0.0000000000
closure_uniform,chain2,31,3,5,0,0,0,0,0,1,0,0,0,5,3,3,0.0000000000
closure_uniform,chain2,31,4,6,2,1,0,0,3,8,2,2,2,9,5,4,1.4006773518
closure_uniform,chain2,31,5,7,2,1,0,0,3,8,2,2,2,24,7,6,1.4006773518
closure_uniform,chain2,31,6,8,3,1,0,0,4,7,3,3,3,55,11,8,1.6354633478
closure_uniform,chain2,31,7,9,1,2,1,0,4,2,1,1,1,81,13,9,1.6354633478
closure_uniform,chain2,31,8,10,1,1,0,0,2,9,1,1,1,119,16,10,1.1041475573
closure_uniform,chain2,31,9,11,2,2,0,2,6,33,2,2,2,158,26,14,2.0000000000
closure_uniform,chain2,31,10,12,1,1,0,0,2,9,1,1,1,204,30,16,1.1041475573
closure_uniform,chain2,31,11,13,3,1,0,1,5,15,3,3,3,278,56,19,1.8312368960
closure_uniform,chain2,31,12,14,2,2,1,1,6,9,2,2,2,576,78,32,2.0000000000
