measure,seed,run_seed,step_idx,v,N1,N2,N3,N4,V4,S,parent_size,orig_parent_size,frontier_parent_size,n_admitted_parent_subsets,n_admitted_unique_closures,n_admitted_unique_profiles,mu_v4
parent_subset_uniform,asym_branch,11,7,11,1,3,0,0,4,27,4,4,1,126,10,7,1.6354633478
parent_subset_uniform,asym_branch,11,8,12,3,0,0,1,4,6,4,4,3,172,11,8,1.6354633478
parent_subset_uniform,asym_branch,11,9,13,2,2,1,2,7,17,3,3,2,311,14,9,2.1488813703
parent_subset_uniform,asym_branch,11,10,14,1,3,0,0,4,27,2,2,1,378,15,10,1.6354633478
parent_subset_uniform,asym_branch,11,11,15,2,2,0,2,6,33,4,4,2,605,22,15,2.0000000000
parent_subset_uniform,asym_branch,11,12,16,2,1,1,3,7,16,3,3,2,605,22,15,2.1488813703
parent_subset_uniform,asym_branch,11,13,17,2,3,0,0,5,26,4,4,2,1075,27,18,1.8312368960
parent_subset_uniform,asym_branch,11,14,18,2,2,0,2,6,33,4,4,2,1468,37,24,2.0000000000
parent_subset_uniform,asym_branch,11,15,19,2,4,0,0,6,35,4,4,2,1589,38,25,2.0000000000
parent_subset_uniform,asym_branch,11,16,20,2,2,0,2,6,33,4,4,2,1589,38,25,2.0000000000
parent_subset_uniform,asym_branch,11,17,21,2,2,0,2,6,33,4,4,2,1832,43,27,2.0000000000
parent_subset_uniform,asym_branch,11,18,22,2,2,1,1,6,9,4,4,2,2435,58,32,2.0000000000
parent_subset_uniform,asym_branch,11,19,23,2,2,2,2,8,1,4,4,2,3090,69,35,2.2824720047
parent_subset_uniform,asym_branch,11,20,24,3,1,1,3,8,15,4,4,3,4844,84,41,2.2824720047
parent_subset_uniform,asym_branch,11,21,25,2,1,1,3,7,16,4,4,2,6641,104,45,2.1488813703
parent_subset_uniform,asym_branch,11,22,26,2,2,2,2,8,1,4,4,2,8175,177,53,2.2824720047
parent_subset_uniform,asym_branch,11,23,27,1,2,2,2,7,2,4,4,1,10516,217,56,2.1488813703
parent_subset_uniform,asym_branch,11,24,28,2,2,1,1,6,9,4,4,2,11587,258,56,2.0000000000
parent_subset_uniform,asym_branch,11,25,29,1,2,2,2,7,2,3,3,1,12191,277,60,2.1488813703
parent_subset_uniform,asym_branch,12,1,5,1,2,1,0,4,2,2,2,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,12,2,6,1,1,0,0,2,9,1,1,1,13,4,4,1.1041475573
parent_subset_uniform,asym_branch,12,3,7,1,2,1,0,4,2,2,2,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,12,4,8,1,2,1,0,4,2,3,3,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,12,5,9,3,0,0,1,4,6,4,4,3,19,6,6,1.6354633478
parent_subset_uniform,asym_branch,12,6,10,1,3,0,0,4,27,4,4,1,112,8,8,1.6354633478
parent_subset_uniform,asym_branch,12,7,11,1,3,0,0,4,27,4,4,1,112,8,8,1.6354633478
parent_subset_uniform,asym_branch,12,8,12,2,3,0,0,5,26,4,4,2,158,10,10,1.8312368960
parent_subset_uniform,asym_branch,12,9,13,2,1,1,3,7,16,4,4,2,260,13,12,2.1488813703
parent_subset_uniform,asym_branch,12,10,14,1,2,1,1,5,10,4,4,1,559,15,14,1.8312368960
parent_subset_uniform,asym_branch,12,11,15,2,2,1,0,5,1,3,3,2,559,15,14,1.8312368960
parent_subset_uniform,asym_branch,12,12,16,2,3,0,0,5,26,4,4,2,651,16,15,1.8312368960
parent_subset_uniform,asym_branch,12,13,17,1,2,1,1,5,10,3,3,1,846,22,18,1.8312368960
parent_subset_uniform,asym_branch,12,14,18,1,2,1,1,5,10,4,4,1,967,26,19,1.8312368960
parent_subset_uniform,asym_branch,12,15,19,3,1,1,2,7,7,4,4,3,1119,36,20,2.1488813703
parent_subset_uniform,asym_branch,12,16,20,2,1,1,2,6,8,4,4,2,2107,40,23,2.0000000000
parent_subset_uniform,asym_branch,12,17,21,2,3,1,0,6,10,4,4,2,3046,44,24,2.0000000000
parent_subset_uniform,asym_branch,12,18,22,1,3,1,1,6,19,4,4,1,3237,46,26,2.0000000000
parent_subset_uniform,asym_branch,12,19,23,1,2,1,1,5,10,2,2,1,3619,52,28,1.8312368960
parent_subset_uniform,asym_branch,12,20,24,2,2,1,0,5,1,4,4,2,4171,84,31,1.8312368960
parent_subset_uniform,asym_branch,12,21,25,2,4,1,0,7,19,4,4,2,4868,96,38,2.1488813703
parent_subset_uniform,asym_branch,12,22,26,2,2,1,1,6,9,4,4,2,4868,96,38,2.0000000000
parent_subset_uniform,asym_branch,12,23,27,2,2,1,0,5,1,4,4,2,5798,123,44,1.8312368960
parent_subset_uniform,asym_branch,12,24,28,2,4,1,0,7,19,4,4,2,6915,200,45,2.1488813703
parent_subset_uniform,asym_branch,12,25,29,1,2,1,1,5,10,4,4,1,6915,200,45,1.8312368960
parent_subset_uniform,asym_branch,13,1,5,2,1,0,0,3,8,3,3,2,13,4,4,1.4006773518
parent_subset_uniform,asym_branch,13,2,6,1,1,0,0,2,9,2,2,1,21,5,4,1.1041475573
parent_subset_uniform,asym_branch,13,3,7,1,2,1,0,4,2,2,2,1,21,5,4,1.6354633478
parent_subset_uniform,asym_branch,13,4,8,1,2,1,0,4,2,4,4,1,37,7,6,1.6354633478
parent_subset_uniform,asym_branch,13,5,9,2,1,0,2,5,24,3,3,2,75,11,8,1.8312368960
parent_subset_uniform,asym_branch,13,6,10,2,2,0,0,4,17,3,3,2,139,13,9,1.6354633478
parent_subset_uniform,asym_branch,13,7,11,2,2,0,0,4,17,3,3,2,176,15,11,1.6354633478
parent_subset_uniform,asym_branch,13,8,12,1,2,1,0,4,2,3,3,1,213,17,11,1.6354633478
parent_subset_uniform,asym_branch,13,9,13,2,1,1,2,6,8,4,4,2,342,23,13,2.0000000000
parent_subset_uniform,asym_branch,13,10,14,2,2,1,1,6,9,4,4,2,574,27,15,2.0000000000
parent_subset_uniform,asym_branch,13,11,15,1,2,1,1,5,10,3,3,1,653,29,17,1.8312368960
parent_subset_uniform,asym_branch,13,12,16,2,2,1,1,6,9,3,3,2,799,33,17,2.0000000000
parent_subset_uniform,asym_branch,13,13,17,3,2,0,1,6,24,4,4,3,957,37,17,2.0000000000
parent_subset_uniform,asym_branch,13,14,18,2,1,1,2,6,8,2,2,2,1380,47,21,2.0000000000
parent_subset_uniform,asym_branch,13,15,19,2,2,1,2,7,17,4,4,2,2106,70,27,2.1488813703
parent_subset_uniform,asym_branch,13,16,20,1,2,1,1,5,10,4,4,1,2245,78,30,1.8312368960
parent_subset_uniform,asym_branch,13,17,21,2,2,1,1,6,9,4,4,2,2528,86,33,2.0000000000
parent_subset_uniform,asym_branch,13,18,22,2,2,1,1,6,9,4,4,2,3097,101,37,2.0000000000
parent_subset_uniform,asym_branch,13,19,23,4,1,1,2,8,6,4,4,4,3666,116,37,2.2824720047
parent_subset_uniform,asym_branch,13,20,24,2,4,1,1,8,27,4,4,2,5459,130,45,2.2824720047
parent_subset_uniform,asym_branch,13,21,25,2,3,2,1,8,2,4,4,2,5459,130,45,2.2824720047
parent_subset_uniform,asym_branch,13,22,26,1,4,1,1,7,28,4,4,1,5945,145,49,2.1488813703
parent_subset_uniform,asym_branch,13,23,27,2,3,1,1,7,18,4,4,2,6202,152,55,2.1488813703
parent_subset_uniform,asym_branch,13,24,28,2,1,1,4,8,24,4,4,2,7785,189,60,2.2824720047
parent_subset_uniform,asym_branch,13,25,29,2,3,2,1,8,2,4,4,2,11066,214,66,2.2824720047
parent_subset_uniform,asym_branch,14,1,5,0,0,0,0,0,1,0,0,0,13,4,4,0.0000000000
parent_subset_uniform,asym_branch,14,2,6,2,2,1,0,5,1,2,2,2,24,7,6,1.8312368960
parent_subset_uniform,asym_branch,14,3,7,0,0,0,0,0,1,0,0,0,24,7,6,0.0000000000
parent_subset_uniform,asym_branch,14,4,8,1,2,1,0,4,2,3,3,1,38,12,7,1.6354633478
parent_subset_uniform,asym_branch,14,5,9,2,1,1,2,6,8,4,4,2,60,14,9,2.0000000000
parent_subset_uniform,asym_branch,14,6,10,2,1,1,2,6,8,4,4,2,153,16,11,2.0000000000
parent_subset_uniform,asym_branch,14,7,11,2,2,1,1,6,9,2,2,2,246,18,11,2.0000000000
parent_subset_uniform,asym_branch,14,8,12,1,2,1,1,5,10,3,3,1,292,19,12,1.8312368960
parent_subset_uniform,asym_branch,14,9,13,1,2,1,1,5,10,4,4,1,384,22,14,1.8312368960
parent_subset_uniform,asym_branch,14,10,14,2,1,0,2,5,24,4,4,2,542,27,17,1.8312368960
parent_subset_uniform,asym_branch,14,11,15,2,3,0,0,5,26,4,4,2,853,31,19,1.8312368960
parent_subset_uniform,asym_branch,14,12,16,1,2,1,1,5,10,4,4,1,945,32,20,1.8312368960
parent_subset_uniform,asym_branch,14,13,17,2,1,0,2,5,24,4,4,2,1143,41,23,1.8312368960
parent_subset_uniform,asym_branch,14,14,18,2,2,1,0,5,1,4,4,2,1694,57,30,1.8312368960
parent_subset_uniform,asym_branch,14,15,19,3,4,1,0,8,18,4,4,3,2029,64,34,2.2824720047
parent_subset_uniform,asym_branch,14,16,20,2,2,0,1,5,25,4,4,2,2029,64,34,1.8312368960
parent_subset_uniform,asym_branch,14,17,21,2,2,1,2,7,17,4,4,2,2469,74,34,2.1488813703
parent_subset_uniform,asym_branch,14,18,22,3,3,1,1,8,17,3,3,3,3090,84,40,2.2824720047
parent_subset_uniform,asym_branch,14,19,23,2,3,0,0,5,26,4,4,2,3435,87,42,1.8312368960
parent_subset_uniform,asym_branch,14,20,24,2,2,1,2,7,17,4,4,2,4389,112,48,2.1488813703
parent_subset_uniform,asym_branch,14,21,25,2,3,1,3,9,34,4,4,2,5333,135,54,2.4039086666
parent_subset_uniform,asym_branch,14,22,26,2,2,1,2,7,17,3,3,2,6287,150,57,2.1488813703
parent_subset_uniform,asym_branch,14,23,27,2,4,1,1,8,27,4,4,2,7468,199,63,2.2824720047
parent_subset_uniform,asym_branch,14,24,28,2,1,0,2,5,24,4,4,2,8730,239,77,1.8312368960
parent_subset_uniform,asym_branch,14,25,29,2,2,1,2,7,17,4,4,2,10495,352,83,2.1488813703
parent_subset_uniform,asym_branch,15,1,5,1,1,0,0,2,9,2,2,1,13,4,4,1.1041475573
parent_subset_uniform,asym_branch,15,2,6,2,1,0,0,3,8,3,3,2,13,4,4,1.4006773518
parent_subset_uniform,asym_branch,15,3,7,1,2,1,0,4,2,1,1,1,21,5,4,1.6354633478
parent_subset_uniform,asym_branch,15,4,8,1,2,1,0,4,2,3,3,1,37,7,6,1.6354633478
parent_subset_uniform,asym_branch,15,5,9,2,1,0,2,5,24,4,4,2,75,11,8,1.8312368960
parent_subset_uniform,asym_branch,15,6,10,2,2,0,0,4,17,4,4,2,139,13,9,1.6354633478
parent_subset_uniform,asym_branch,15,7,11,2,1,1,2,6,8,4,4,2,176,15,11,2.0000000000
parent_subset_uniform,asym_branch,15,8,12,2,1,0,2,5,24,3,3,2,352,17,13,1.8312368960
parent_subset_uniform,asym_branch,15,9,13,2,2,1,0,5,1,3,3,2,508,24,14,1.8312368960
parent_subset_uniform,asym_branch,15,10,14,1,2,1,1,5,10,3,3,1,508,24,14,1.8312368960
parent_subset_uniform,asym_branch,15,11,15,1,2,1,1,5,10,2,2,1,587,26,14,1.8312368960
parent_subset_uniform,asym_branch,15,12,16,2,1,1,2,6,8,4,4,2,679,30,14,2.0000000000
parent_subset_uniform,asym_branch,15,13,17,1,2,1,1,5,10,3,3,1,1241,33,14,1.8312368960
parent_subset_uniform,asym_branch,15,14,18,2,1,1,2,6,8,3,3,2,1241,33,14,2.0000000000
parent_subset_uniform,asym_branch,15,15,19,2,1,1,2,6,8,4,4,2,1807,49,19,2.0000000000
parent_subset_uniform,asym_branch,15,16,20,2,2,1,1,6,9,4,4,2,2484,71,22,2.0000000000
parent_subset_uniform,asym_branch,15,17,21,2,1,0,2,5,24,4,4,2,3079,88,31,1.8312368960
parent_subset_uniform,asym_branch,15,18,22,2,2,0,2,6,33,3,3,2,4105,118,38,2.0000000000
parent_subset_uniform,asym_branch,15,19,23,2,2,0,0,4,17,4,4,2,4468,132,42,1.6354633478
parent_subset_uniform,asym_branch,15,20,24,2,2,1,1,6,9,4,4,2,5250,215,44,2.0000000000
parent_subset_uniform,asym_branch,15,21,25,2,3,1,1,7,18,3,3,2,5463,231,48,2.1488813703
parent_subset_uniform,asym_branch,15,22,26,3,2,1,3,9,24,4,4,3,5994,253,50,2.4039086666
parent_subset_uniform,asym_branch,15,23,27,1,3,2,1,7,3,4,4,1,8042,257,53,2.1488813703
parent_subset_uniform,asym_branch,15,24,28,2,2,1,3,8,25,4,4,2,8042,257,53,2.2824720047
parent_subset_uniform,asym_branch,15,25,29,2,3,1,1,7,18,4,4,2,8393,268,54,2.1488813703
parent_subset_uniform,asym_branch,16,1,5,1,2,1,0,4,2,2,2,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,16,2,6,1,2,1,0,4,2,4,4,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,16,3,7,1,2,1,0,4,2,2,2,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,16,4,8,1,2,1,0,4,2,3,3,1,18,5,5,1.6354633478
parent_subset_uniform,asym_branch,16,5,9,3,0,0,1,4,6,4,4,3,33,8,5,1.6354633478
parent_subset_uniform,asym_branch,16,6,10,2,3,0,0,5,26,4,4,2,126,10,7,1.8312368960
parent_subset_uniform,asym_branch,16,7,11,1,3,0,0,4,27,1,1,1,126,10,7,1.6354633478
parent_subset_uniform,asym_branch,16,8,12,2,1,1,3,7,16,4,4,2,172,11,8,2.1488813703
parent_subset_uniform,asym_branch,16,9,13,1,2,1,1,5,10,3,3,1,404,12,9,1.8312368960
parent_subset_uniform,asym_branch,16,10,14,1,3,0,0,4,27,3,3,1,404,12,9,1.6354633478
parent_subset_uniform,asym_branch,16,11,15,2,2,1,0,5,1,4,4,2,573,17,13,1.8312368960
parent_subset_uniform,asym_branch,16,12,16,1,2,1,1,5,10,4,4,1,665,18,14,1.8312368960
parent_subset_uniform,asym_branch,16,13,17,2,3,0,0,5,26,4,4,2,771,20,14,1.8312368960
parent_subset_uniform,asym_branch,16,14,18,2,1,1,3,7,16,3,3,2,981,28,18,2.1488813703
parent_subset_uniform,asym_branch,16,15,19,2,2,0,1,5,25,4,4,2,1787,41,22,1.8312368960
parent_subset_uniform,asym_branch,16,16,20,2,2,1,1,6,9,3,3,2,2151,51,24,2.0000000000
parent_subset_uniform,asym_branch,16,17,21,1,2,1,1,5,10,4,4,1,2614,61,29,1.8312368960
parent_subset_uniform,asym_branch,16,18,22,2,1,1,2,6,8,4,4,2,3218,95,32,2.0000000000
parent_subset_uniform,asym_branch,16,19,23,2,1,1,3,7,16,4,4,2,4677,117,33,2.1488813703
parent_subset_uniform,asym_branch,16,20,24,1,2,1,1,5,10,4,4,1,5730,154,41,1.8312368960
parent_subset_uniform,asym_branch,16,21,25,2,3,2,1,8,2,4,4,2,6346,194,48,2.2824720047
parent_subset_uniform,asym_branch,16,22,26,2,2,1,1,6,9,4,4,2,6621,199,52,2.0000000000
parent_subset_uniform,asym_branch,16,23,27,3,2,1,1,7,8,4,4,3,6856,208,55,2.1488813703
parent_subset_uniform,asym_branch,16,24,28,1,3,2,1,7,3,3,3,1,8748,236,63,2.1488813703
parent_subset_uniform,asym_branch,16,25,29,2,3,0,2,7,42,4,4,2,9676,274,66,2.1488813703
parent_subset_uniform,asym_branch,17,1,5,1,2,1,0,4,2,2,2,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,17,2,6,1,2,1,0,4,2,3,3,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,17,3,7,1,2,1,0,4,2,2,2,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,17,4,8,1,2,1,0,4,2,2,2,1,18,5,5,1.6354633478
parent_subset_uniform,asym_branch,17,5,9,3,0,0,1,4,6,4,4,3,33,8,5,1.6354633478
parent_subset_uniform,asym_branch,17,6,10,1,3,0,0,4,27,4,4,1,126,10,7,1.6354633478
parent_subset_uniform,asym_branch,17,7,11,2,3,0,0,5,26,4,4,2,126,10,7,1.8312368960
parent_subset_uniform,asym_branch,17,8,12,2,1,1,3,7,16,4,4,2,172,11,8,2.1488813703
parent_subset_uniform,asym_branch,17,9,13,1,2,1,1,5,10,4,4,1,404,12,9,1.8312368960
parent_subset_uniform,asym_branch,17,10,14,1,2,1,1,5,10,3,3,1,404,12,9,1.8312368960
parent_subset_uniform,asym_branch,17,11,15,2,3,0,0,5,26,4,4,2,404,12,9,1.8312368960
parent_subset_uniform,asym_branch,17,12,16,1,3,0,0,4,27,3,3,1,517,14,10,1.6354633478
parent_subset_uniform,asym_branch,17,13,17,1,3,0,0,4,27,3,3,1,754,22,15,1.6354633478
parent_subset_uniform,asym_branch,17,14,18,3,1,0,1,5,15,4,4,3,1070,39,18,1.8312368960
parent_subset_uniform,asym_branch,17,15,19,3,2,0,1,6,24,4,4,3,1904,51,27,2.0000000000
parent_subset_uniform,asym_branch,17,16,20,2,1,1,3,7,16,3,3,2,2284,59,30,2.1488813703
parent_subset_uniform,asym_branch,17,17,21,2,3,1,0,6,10,4,4,2,3368,86,34,2.0000000000
parent_subset_uniform,asym_branch,17,18,22,2,2,1,0,5,1,3,3,2,4004,96,39,1.8312368960
parent_subset_uniform,asym_branch,17,19,23,2,2,1,1,6,9,4,4,2,4297,103,41,2.0000000000
parent_subset_uniform,asym_branch,17,20,24,2,3,1,0,6,10,4,4,2,5011,124,48,2.0000000000
parent_subset_uniform,asym_branch,17,21,25,1,2,1,1,5,10,3,3,1,5710,145,51,1.8312368960
parent_subset_uniform,asym_branch,17,22,26,2,3,1,1,7,18,4,4,2,6475,203,56,2.1488813703
parent_subset_uniform,asym_branch,17,23,27,2,1,1,3,7,16,4,4,2,7583,233,61,2.1488813703
parent_subset_uniform,asym_branch,17,24,28,1,3,1,0,5,11,4,4,1,9565,313,69,1.8312368960
parent_subset_uniform,asym_branch,17,25,29,3,4,1,0,8,18,4,4,3,10366,411,76,2.2824720047
parent_subset_uniform,asym_branch,18,1,5,0,0,0,0,0,1,0,0,0,13,4,4,0.0000000000
parent_subset_uniform,asym_branch,18,2,6,1,2,1,0,4,2,3,3,1,24,7,6,1.6354633478
parent_subset_uniform,asym_branch,18,3,7,2,2,1,0,5,1,4,4,2,24,7,6,1.8312368960
parent_subset_uniform,asym_branch,18,4,8,2,1,1,2,6,8,4,4,2,40,8,7,2.0000000000
parent_subset_uniform,asym_branch,18,5,9,2,2,1,0,5,1,4,4,2,104,9,8,1.8312368960
parent_subset_uniform,asym_branch,18,6,10,1,2,1,1,5,10,4,4,1,149,11,9,1.8312368960
parent_subset_uniform,asym_branch,18,7,11,1,2,1,1,5,10,4,4,1,149,11,9,1.8312368960
parent_subset_uniform,asym_branch,18,8,12,2,1,1,2,6,8,3,3,2,149,11,9,2.0000000000
parent_subset_uniform,asym_branch,18,9,13,3,1,0,2,6,23,4,4,3,334,17,11,2.0000000000
parent_subset_uniform,asym_branch,18,10,14,1,3,1,0,5,11,4,4,1,633,19,13,1.8312368960
parent_subset_uniform,asym_branch,18,11,15,2,1,0,2,5,24,4,4,2,633,19,13,1.8312368960
parent_subset_uniform,asym_branch,18,12,16,3,2,0,1,6,24,4,4,3,1024,25,15,2.0000000000
parent_subset_uniform,asym_branch,18,13,17,1,3,1,0,5,11,4,4,1,1222,27,16,1.8312368960
parent_subset_uniform,asym_branch,18,14,18,2,1,0,2,5,24,3,3,2,1512,32,18,1.8312368960
parent_subset_uniform,asym_branch,18,15,19,1,2,1,1,5,10,4,4,1,2042,44,20,1.8312368960
parent_subset_uniform,asym_branch,18,16,20,2,2,1,0,5,1,4,4,2,2391,64,27,1.8312368960
parent_subset_uniform,asym_branch,18,17,21,1,3,1,0,5,11,4,4,1,2667,72,30,1.8312368960
parent_subset_uniform,asym_branch,18,18,22,2,3,0,1,6,34,4,4,2,3161,97,33,2.0000000000
parent_subset_uniform,asym_branch,18,19,23,2,1,1,2,6,8,4,4,2,3409,109,36,2.0000000000
parent_subset_uniform,asym_branch,18,20,24,2,0,1,3,6,7,4,4,2,4662,145,42,2.0000000000
parent_subset_uniform,asym_branch,18,21,25,2,3,0,1,6,34,4,4,2,6408,194,57,2.0000000000
parent_subset_uniform,asym_branch,18,22,26,2,2,0,1,5,25,4,4,2,6760,225,57,1.8312368960
parent_subset_uniform,asym_branch,18,23,27,1,2,1,0,4,2,4,4,1,7215,247,60,1.6354633478
parent_subset_uniform,asym_branch,18,24,28,2,3,0,1,6,34,3,3,2,8297,324,65,2.0000000000
parent_subset_uniform,asym_branch,18,25,29,3,2,1,2,8,16,4,4,3,9717,413,79,2.2824720047
parent_subset_uniform,asym_branch,19,1,5,1,2,1,0,4,2,3,3,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,19,2,6,1,1,0,0,2,9,2,2,1,13,4,4,1.1041475573
parent_subset_uniform,asym_branch,19,3,7,1,2,1,0,4,2,4,4,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,19,4,8,0,0,0,0,0,1,0,0,0,13,4,4,0.0000000000
parent_subset_uniform,asym_branch,19,5,9,2,2,1,0,5,1,3,3,2,24,7,6,1.8312368960
parent_subset_uniform,asym_branch,19,6,10,0,0,0,0,0,1,0,0,0,79,12,10,0.0000000000
parent_subset_uniform,asym_branch,19,7,11,2,1,1,2,6,8,4,4,2,112,21,13,2.0000000000
parent_subset_uniform,asym_branch,19,8,12,1,2,1,1,5,10,4,4,1,271,26,14,1.8312368960
parent_subset_uniform,asym_branch,19,9,13,2,2,1,0,5,1,3,3,2,271,26,14,1.8312368960
parent_subset_uniform,asym_branch,19,10,14,2,1,1,2,6,8,3,3,2,401,42,17,2.0000000000
parent_subset_uniform,asym_branch,19,11,15,2,2,0,1,5,25,4,4,2,695,65,20,1.8312368960
parent_subset_uniform,asym_branch,19,12,16,3,1,0,1,5,15,3,3,3,866,79,26,1.8312368960
parent_subset_uniform,asym_branch,19,13,17,2,2,1,1,6,9,4,4,2,1363,111,37,2.0000000000
parent_subset_uniform,asym_branch,19,14,18,2,3,0,0,5,26,4,4,2,1733,138,46,1.8312368960
parent_subset_uniform,asym_branch,19,15,19,1,3,1,0,5,11,4,4,1,1989,146,50,1.8312368960
parent_subset_uniform,asym_branch,19,16,20,3,1,0,2,6,23,4,4,3,2063,157,54,2.0000000000
parent_subset_uniform,asym_branch,19,17,21,1,3,1,0,5,11,3,3,1,2808,183,58,1.8312368960
parent_subset_uniform,asym_branch,19,18,22,2,2,1,1,6,9,4,4,2,3370,221,64,2.0000000000
parent_subset_uniform,asym_branch,19,19,23,3,3,0,0,6,25,4,4,3,4168,300,71,2.0000000000
parent_subset_uniform,asym_branch,19,20,24,3,2,1,2,8,16,4,4,3,4689,337,76,2.2824720047
parent_subset_uniform,asym_branch,19,21,25,2,4,0,0,6,35,4,4,2,6442,358,77,2.0000000000
parent_subset_uniform,asym_branch,19,22,26,2,3,2,1,8,2,4,4,2,7328,446,86,2.2824720047
parent_subset_uniform,asym_branch,19,23,27,3,3,0,1,7,33,4,4,3,7859,497,91,2.1488813703
parent_subset_uniform,asym_branch,19,24,28,2,2,2,2,8,1,4,4,2,8390,525,95,2.2824720047
parent_subset_uniform,asym_branch,19,25,29,2,3,2,1,8,2,4,4,2,11374,583,102,2.2824720047
parent_subset_uniform,asym_branch,20,1,5,2,1,0,0,3,8,3,3,2,13,4,4,1.4006773518
parent_subset_uniform,asym_branch,20,2,6,1,1,0,0,2,9,1,1,1,21,5,4,1.1041475573
parent_subset_uniform,asym_branch,20,3,7,1,1,0,0,2,9,1,1,1,21,5,4,1.1041475573
parent_subset_uniform,asym_branch,20,4,8,1,2,1,0,4,2,1,1,1,29,7,5,1.6354633478
parent_subset_uniform,asym_branch,20,5,9,1,2,1,0,4,2,2,2,1,51,11,7,1.6354633478
parent_subset_uniform,asym_branch,20,6,10,3,1,0,1,5,15,4,4,3,73,15,7,1.8312368960
parent_subset_uniform,asym_branch,20,7,11,1,3,1,0,5,11,4,4,1,189,21,12,1.8312368960
parent_subset_uniform,asym_branch,20,8,12,2,2,1,1,6,9,3,3,2,189,21,12,2.0000000000
parent_subset_uniform,asym_branch,20,9,13,2,2,1,1,6,9,3,3,2,245,25,15,2.0000000000
parent_subset_uniform,asym_branch,20,10,14,2,1,1,2,6,8,4,4,2,301,29,15,2.0000000000
parent_subset_uniform,asym_branch,20,11,15,2,2,1,1,6,9,3,3,2,679,37,18,2.0000000000
parent_subset_uniform,asym_branch,20,12,16,2,2,1,1,6,9,4,4,2,839,52,23,2.0000000000
parent_subset_uniform,asym_branch,20,13,17,2,2,0,1,5,25,4,4,2,839,52,23,1.8312368960
parent_subset_uniform,asym_branch,20,14,18,2,1,1,2,6,8,3,3,2,960,56,26,2.0000000000
parent_subset_uniform,asym_branch,20,15,19,2,1,1,2,6,8,4,4,2,1755,82,30,2.0000000000
parent_subset_uniform,asym_branch,20,16,20,2,3,1,1,7,18,4,4,2,2567,119,36,2.1488813703
parent_subset_uniform,asym_branch,20,17,21,1,2,1,1,5,10,4,4,1,2738,122,38,1.8312368960
parent_subset_uniform,asym_branch,20,18,22,2,1,1,2,6,8,4,4,2,3288,169,41,2.0000000000
parent_subset_uniform,asym_branch,20,19,23,1,2,1,1,5,10,3,3,1,4657,202,45,1.8312368960
parent_subset_uniform,asym_branch,20,20,24,1,2,1,1,5,10,4,4,1,4694,204,45,1.8312368960
parent_subset_uniform,asym_branch,20,21,25,2,2,1,1,6,9,4,4,2,5212,237,47,2.0000000000
parent_subset_uniform,asym_branch,20,22,26,1,2,1,1,5,10,4,4,1,6364,351,58,1.8312368960
parent_subset_uniform,asym_branch,20,23,27,2,3,2,1,8,2,4,4,2,6983,416,58,2.2824720047
parent_subset_uniform,asym_branch,20,24,28,1,3,1,0,5,11,4,4,1,7549,457,63,1.8312368960
parent_subset_uniform,asym_branch,20,25,29,3,2,1,1,7,8,4,4,3,8739,658,65,2.1488813703
parent_subset_uniform,asym_branch,21,1,5,1,2,1,0,4,2,2,2,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,21,2,6,1,2,1,0,4,2,3,3,1,13,4,4,1.6354633478
parent_subset_uniform,asym_branch,21,3,7,1,1,0,0,2,9,1,1,1,13,4,4,1.1041475573
parent_subset_uniform,asym_branch,21,4,8,0,0,0,0,0,1,0,0,0,13,4,4,0.0000000000
parent_subset_uniform,asym_branch,21,5,9,2,2,1,0,5,1,4,4,2,24,7,6,1.8312368960
parent_subset_uniform,asym_branch,21,6,10,2,1,1,2,6,8,3,3,2,79,12,10,2.0000000000
parent_subset_uniform,asym_branch,21,7,11,1,2,1,1,5,10,3,3,1,201,15,11,1.8312368960
parent_subset_uniform,asym_branch,21,8,12,2,2,1,1,6,9,4,4,2,201,15,11,2.0000000000
parent_subset_uniform,asym_branch,21,9,13,2,1,1,2,6,8,4,4,2,257,17,12,2.0000000000
parent_subset_uniform,asym_branch,21,10,14,2,2,1,1,6,9,4,4,2,556,19,12,2.0000000000
parent_subset_uniform,asym_branch,21,11,15,2,1,1,2,6,8,3,3,2,556,19,12,2.0000000000
parent_subset_uniform,asym_branch,21,12,16,2,1,1,2,6,8,4,4,2,869,30,18,2.0000000000
parent_subset_uniform,asym_branch,21,13,17,2,2,1,1,6,9,4,4,2,1353,36,18,2.0000000000
parent_subset_uniform,asym_branch,21,14,18,1,2,1,1,5,10,4,4,1,1459,38,18,1.8312368960
parent_subset_uniform,asym_branch,21,15,19,1,2,1,1,5,10,4,4,1,1777,46,18,1.8312368960
