keying,mode,family_semantics,severity,threshold_fraction,support_width,trials,certification_rescue_rate,orientation_overlap_all_pairs_mean,orientation_overlap_parent_anchored_mean,avg_witness_token_count,support_overlap_mean,frontier_overlap_mean,legacy_orientation_overlap_mean,ledger_overlap_mean
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.75,1,1581,0.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.75,2,645,0.0,0.0,0.0,6.919379844961241,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.75,3,714,0.0,0.0,0.0,9.683473389355742,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.25,0.75,4,660,0.09242424242424242,0.5046285973664774,0.4843375503869716,10.105757575757575,0.6,0.6,0.6,0.7759782636363637
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.25,1,1581,0.0,0.0,0.0,8.01201771030993,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.25,2,645,0.19069767441860466,0.27630636088000426,0.22726150464522557,5.21860465116279,0.333333,0.333333,0.333333,0.6498192093023256
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.25,3,714,0.27871148459383754,0.1780069955186773,0.14385887905731265,5.723739495798319,0.166667,0.166667,0.166667,0.5221920084033613
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.25,4,660,0.37727272727272726,0.13493365009954864,0.11138987180000055,5.960909090909091,0.1,0.1,0.1,0.48251351363636363
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.5,1,1581,0.0,0.0,0.0,8.010120177103099,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.5,2,645,0.19069767441860466,0.27945690829411757,0.22928837742791233,5.208785529715762,0.333333,0.333333,0.333333,0.6498192093023256
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.5,3,714,0.18627450980392157,0.41060651019523,0.37677298913320173,7.68032212885154,0.5,0.5,0.5,0.7166617899159663
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.5,4,660,0.28484848484848485,0.2934833454838682,0.2757097191079917,7.733333333333333,0.333333,0.333333,0.333333,0.6199095363636363
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.75,1,1581,0.0,0.0,0.0,8.016445287792536,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.75,2,645,0.0,0.0,0.0,6.905426356589147,1.0,1.0,1.0,1.0
catalog_augmented_edge_pair,orientation_degradation,augmented_exact_k,0.5,0.75,3,714,0.0,0.0,0.0,9.661064425770308,1.0,1.0,1.0,1.0
